"","cell","cell_id","occs","interval.ma","early_interval","fad","lad","accepted_name","genus","ex","phylum","class","order","family","paleolat","paleolng","formation","member","occurrence_no","collection_no","collection_name","reference_no","long.x","lat.x","long","lat"
"1","F221",1,19,"458.4","Darriwilian","477.7","445.2","Birmanites","Birmanites",0,"Arthropoda","Trilobita","Asaphida","Asaphidae",31.02,86.03,"Miaopo","","108647","7839","Middle section, Miaopo Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov., China","481",86.03,31.02,85.859089328531,31.6505355502863
"2","F221",1,19,"458.4","Darriwilian","477.7","387.7","Ecculiomphalus","Ecculiomphalus",0,"Mollusca","Gastropoda","Euomphalina","Ophiletidae",31.54,88.91,"Shan Majiagou","","240544","8008","Shan MaJiaGou Fm., PingShun and FengFeng counties, ShanXi Prov., China","521",88.91,31.54,85.859089328531,31.6505355502863
"3","F221",1,19,"458.4","Darriwilian","477.7","387.7","Ecculiomphalus","Ecculiomphalus",0,"Mollusca","Gastropoda","Euomphalina","Ophiletidae",31.87,89.78,"Shan Majiagou","","240563","8010","Shan MaJiagou Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"4","F221",1,19,"458.4","Darriwilian","477.7","387.7","Ecculiomphalus","Ecculiomphalus",0,"Mollusca","Gastropoda","Euomphalina","Ophiletidae",29.72,89.88,"Fengfeng","","240524","8004","FengFeng Fm., DaZhai Co., ShanXi Prov., China","521",89.88,29.72,85.859089328531,31.6505355502863
"5","F221",1,19,"458.4","Darriwilian","467.3","443.8","Horderleyella","Horderleyella",0,"Brachiopoda","Rhynchonellata","Orthida","Harknessellidae",31.06,84.57,"Guniutan","","109194","7938","Upper section, GuNiuTan Fm., GaoLunChun, JuRong Co., JiangSu Prov., China","482",84.57,31.06,85.859089328531,31.6505355502863
"6","F221",1,19,"458.4","Darriwilian","477.7","430.5","Illaenus","Illaenus",0,"Arthropoda","Trilobita","Corynexochida","Illaenidae",31.02,86.03,"Miaopo","","108653","7839","Middle section, Miaopo Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov., China","481",86.03,31.02,85.859089328531,31.6505355502863
"7","F221",1,19,"458.4","Darriwilian","467.3","453","Lepidorthis","Lepidorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae",31.06,84.57,"Guniutan","","109195","7938","Upper section, GuNiuTan Fm., GaoLunChun, JuRong Co., JiangSu Prov., China","482",84.57,31.06,85.859089328531,31.6505355502863
"8","F221",1,19,"458.4","Darriwilian","470","443.8","Lonchodomas","Lonchodomas",0,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",31.02,86.03,"Miaopo","","108657","7839","Middle section, Miaopo Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov., China","481",86.03,31.02,85.859089328531,31.6505355502863
"9","F221",1,19,"458.4","Darriwilian","477.7","430.5","Lophospira","Lophospira",0,"Mollusca","Gastropoda","Murchisoniina","Lophospiridae",31.87,89.78,"Shan Majiagou","","240565","8010","Shan MaJiagou Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"10","F221",1,19,"458.4","Darriwilian","477.7","430.5","Lophospira","Lophospira",0,"Mollusca","Gastropoda","Murchisoniina","Lophospiridae",31.54,88.91,"Shan Majiagou","","240546","8008","Shan MaJiaGou Fm., PingShun and FengFeng counties, ShanXi Prov., China","521",88.91,31.54,85.859089328531,31.6505355502863
"11","F221",1,19,"458.4","Darriwilian","477.7","208.5","Maclurites","Maclurites",0,"Mollusca","Gastropoda","Euomphalina","Macluritidae",31.87,89.78,"Shan Majiagou","","240566","8010","Shan MaJiagou Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"12","F221",1,19,"458.4","Darriwilian","477.7","208.5","Maclurites","Maclurites",0,"Mollusca","Gastropoda","Euomphalina","Macluritidae",31.54,88.91,"Shan Majiagou","","240547","8008","Shan MaJiaGou Fm., PingShun and FengFeng counties, ShanXi Prov., China","521",88.91,31.54,85.859089328531,31.6505355502863
"13","F221",1,19,"458.4","Darriwilian","477.7","208.5","Maclurites","Maclurites",0,"Mollusca","Gastropoda","Euomphalina","Macluritidae",29.72,89.88,"Fengfeng","","240525","8004","FengFeng Fm., DaZhai Co., ShanXi Prov., China","521",89.88,29.72,85.859089328531,31.6505355502863
"14","F221",1,19,"458.4","Darriwilian","458.4","445.2","Miaopopsis","Miaopopsis",0,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",31.02,86.03,"Miaopo","","108658","7839","Middle section, Miaopo Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov., China","481",86.03,31.02,85.859089328531,31.6505355502863
"15","F221",1,19,"458.4","Darriwilian","477.7","453","Nothorthis","Nothorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Archaeorthidae",31.06,84.57,"Guniutan","","109196","7938","Upper section, GuNiuTan Fm., GaoLunChun, JuRong Co., JiangSu Prov., China","482",84.57,31.06,85.859089328531,31.6505355502863
"16","F221",1,19,"458.4","Darriwilian","477.7","165.3","Orthis","Orthis",0,"Brachiopoda","Rhynchonellata","Orthida","Orthidae",29.72,89.88,"Fengfeng","","240526","8004","FengFeng Fm., DaZhai Co., ShanXi Prov., China","521",89.88,29.72,85.859089328531,31.6505355502863
"17","F221",1,19,"458.4","Darriwilian","458.4","453","Ptychopyge","Ptychopyge",0,"Arthropoda","Trilobita","Asaphida","Asaphidae",31.02,86.03,"Miaopo","","108663","7839","Middle section, Miaopo Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov., China","481",86.03,31.02,85.859089328531,31.6505355502863
"18","F221",1,19,"458.4","Darriwilian","458.4","387.7","Skenidioides","Skenidioides",0,"Brachiopoda","Rhynchonellata","Protorthida","Skenidiidae",31.06,84.57,"Guniutan","","109199","7938","Upper section, GuNiuTan Fm., GaoLunChun, JuRong Co., JiangSu Prov., China","482",84.57,31.06,85.859089328531,31.6505355502863
"19","F221",1,19,"458.4","Darriwilian","467.3","445.2","Telephina","Telephina",0,"Arthropoda","Trilobita","Proetida","Telephinidae",31.02,86.03,"Miaopo","","108664","7839","Middle section, Miaopo Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov., China","481",86.03,31.02,85.859089328531,31.6505355502863
"20","F221",1,18,"453","Sandbian","477.7","453","Basilicus","Basilicus",1,"Arthropoda","Trilobita","Asaphida","Asaphidae",32.94,87.99,"Fengfeng","Badou","240387","7986","HanDan City","521",87.99,32.94,85.859089328531,31.6505355502863
"21","F221",1,18,"453","Sandbian","458.4","445.2","Calymenesun","Calymenesun",0,"Arthropoda","Trilobita","Phacopida","Calymenidae",34.11,82.93,"Baota","","108631","7837","Lower section, BaoTa (Pagoda) Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov.,","481",82.93,34.11,85.859089328531,31.6505355502863
"22","F221",1,18,"453","Sandbian","477.7","387.7","Ecculiomphalus","Ecculiomphalus",0,"Mollusca","Gastropoda","Euomphalina","Ophiletidae",34.11,82.93,"Baota","","108632","7837","Lower section, BaoTa (Pagoda) Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov.,","481",82.93,34.11,85.859089328531,31.6505355502863
"23","F221",1,18,"453","Sandbian","477.7","387.7","Ecculiomphalus","Ecculiomphalus",0,"Mollusca","Gastropoda","Euomphalina","Ophiletidae",31.87,89.78,"Fengfeng","","240553","8009","FengFeng Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"24","F221",1,18,"453","Sandbian","477.7","430.5","Illaenus","Illaenus",0,"Arthropoda","Trilobita","Corynexochida","Illaenidae",34.11,82.93,"Baota","","108633","7837","Lower section, BaoTa (Pagoda) Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov.,","481",82.93,34.11,85.859089328531,31.6505355502863
"25","F221",1,18,"453","Sandbian","458.4","438.5","Leptelloidea","Leptelloidea",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",31.87,89.78,"Fengfeng","","240554","8009","FengFeng Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"26","F221",1,18,"453","Sandbian","453","208.5","Loxonema","Loxonema",0,"Mollusca","Gastropoda","Murchisoniina","Loxonematidae",31.87,89.78,"Fengfeng","","240555","8009","FengFeng Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"27","F221",1,18,"453","Sandbian","477.7","208.5","Maclurites","Maclurites",0,"Mollusca","Gastropoda","Euomphalina","Macluritidae",34.11,82.93,"Baota","","108634","7837","Lower section, BaoTa (Pagoda) Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov.,","481",82.93,34.11,85.859089328531,31.6505355502863
"28","F221",1,18,"453","Sandbian","477.7","208.5","Maclurites","Maclurites",0,"Mollusca","Gastropoda","Euomphalina","Macluritidae",31.87,89.78,"Fengfeng","","240556","8009","FengFeng Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"29","F221",1,18,"453","Sandbian","477.7","445.2","Nileus","Nileus",0,"Arthropoda","Trilobita","Asaphida","Nileidae",34.11,82.93,"Baota","","108635","7837","Lower section, BaoTa (Pagoda) Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov.,","481",82.93,34.11,85.859089328531,31.6505355502863
"30","F221",1,18,"453","Sandbian","477.7","165.3","Orthis","Orthis",0,"Brachiopoda","Rhynchonellata","Orthida","Orthidae",31.87,89.78,"Fengfeng","","240557","8009","FengFeng Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"31","F221",1,18,"453","Sandbian","477.7","453","Polytoechia","Polytoechia",1,"Brachiopoda","Strophomenata","Billingsellida","Polytoechiidae",31.87,89.78,"Fengfeng","","240558","8009","FengFeng Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"32","F221",1,18,"453","Sandbian","467.3","445.2","Porambonites","Porambonites",0,"Brachiopoda","Rhynchonellata","Pentamerida","Porambonitidae",31.87,89.78,"Fengfeng","","240559","8009","FengFeng Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"33","F221",1,18,"453","Sandbian","477.7","430.5","Rafinesquina","Rafinesquina",0,"Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae",32.94,87.99,"Fengfeng","Badou","240408","7986","HanDan City","521",87.99,32.94,85.859089328531,31.6505355502863
"34","F221",1,18,"453","Sandbian","477.7","254.14","Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",31.54,88.91,"Fengfeng","Badou","240451","7989","WuHe","521",88.91,31.54,85.859089328531,31.6505355502863
"35","F221",1,18,"453","Sandbian","477.7","254.14","Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",32.94,87.99,"Fengfeng","Badou","240414","7986","HanDan City","521",87.99,32.94,85.859089328531,31.6505355502863
"36","F221",1,18,"453","Sandbian","467.3","445.2","Telephina","Telephina",0,"Arthropoda","Trilobita","Proetida","Telephinidae",34.11,82.93,"Baota","","108637","7837","Lower section, BaoTa (Pagoda) Fm., ShiNianPan and SanDaoBa, He Co., AnHui Prov.,","481",82.93,34.11,85.859089328531,31.6505355502863
"37","F221",1,18,"453","Sandbian","477.7","453","Yangtzeella","Yangtzeella",1,"Brachiopoda","Rhynchonellata","Pentamerida","Clarkellidae",31.87,89.78,"Fengfeng","","240561","8009","FengFeng Fm., LuCheng Co., ShanXi Prov., China","521",89.78,31.87,85.859089328531,31.6505355502863
"38","F223",2,21,"458.4","Darriwilian","477.7","387.7","Bucanella","Bucanella",0,"Mollusca","Gastropoda","Bellerophontida","Bucanellidae",32.77,101.32,"YaoMoShan","","446163","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"39","F223",2,21,"458.4","Darriwilian","458.4","430.5","Cliftonia","Cliftonia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",32.77,101.32,"YaoMoShan","","446164","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"40","F223",2,21,"458.4","Darriwilian","458.4","423","Dactylogonia","Dactylogonia",0,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",33.43,99.22,"Shanyan","Upper","240943","8562","Upper portion, Shan Yan Fm., (CheLunGou Grp.), CheLunGou and TianZhu Counties, G","526",99.22,33.43,102.37560339598,31.1182515380428
"41","F223",2,21,"458.4","Darriwilian","477.7","387.7","Dalmanella","Dalmanella",0,"Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae",32.77,101.32,"YaoMoShan","","446165","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"42","F223",2,21,"458.4","Darriwilian","477.7","423","Hormotoma","Hormotoma",0,"Mollusca","Gastropoda","Murchisoniina","Hormotomidae",32.77,101.32,"YaoMoShan","","446166","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"43","F223",2,21,"458.4","Darriwilian","458.4","372.2","Liospira","Liospira",0,"Mollusca","Gastropoda","Murchisoniina","Eotomariidae",32.62,100.4,"Zhongbao","","240876","8556","GuLangXia and GuLang Counties","526",100.4,32.62,102.37560339598,31.1182515380428
"44","F223",2,21,"458.4","Darriwilian","470","443.8","Lonchodomas","Lonchodomas",0,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",32.77,101.32,"YaoMoShan","","446167","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"45","F223",2,21,"458.4","Darriwilian","477.7","430.5","Lophospira","Lophospira",0,"Mollusca","Gastropoda","Murchisoniina","Lophospiridae",33.6,100.16,"Zhongbao","","242521","23587","WuWei and XieHao","3864",100.16,33.6,102.37560339598,31.1182515380428
"46","F223",2,21,"458.4","Darriwilian","477.7","430.5","Lophospira","Lophospira",0,"Mollusca","Gastropoda","Murchisoniina","Lophospiridae",32.62,100.4,"Zhongbao","","240877","8556","GuLangXia and GuLang Counties","526",100.4,32.62,102.37560339598,31.1182515380428
"47","F223",2,21,"458.4","Darriwilian","458.4","445.2","Oepikina","Oepikina",0,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",33.43,99.22,"Shanyan","Upper","240944","8562","Upper portion, Shan Yan Fm., (CheLunGou Grp.), CheLunGou and TianZhu Counties, G","526",99.22,33.43,102.37560339598,31.1182515380428
"48","F223",2,21,"458.4","Darriwilian","458.4","445.2","Oepikina","Oepikina",0,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",32.77,101.32,"YaoMoShan","","446168","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"49","F223",2,21,"458.4","Darriwilian","458.4","445.2","Ophiletina","Ophiletina",0,"Mollusca","Gastropoda","Euomphalina","Helicotomidae",32.62,100.4,"Zhongbao","","240878","8556","GuLangXia and GuLang Counties","526",100.4,32.62,102.37560339598,31.1182515380428
"50","F223",2,21,"458.4","Darriwilian","477.7","443.8","Orthambonites","Orthambonites",0,"Brachiopoda","Rhynchonellata","Orthida","Orthidae",33.43,99.22,"Shanyan","Upper","240945","8562","Upper portion, Shan Yan Fm., (CheLunGou Grp.), CheLunGou and TianZhu Counties, G","526",99.22,33.43,102.37560339598,31.1182515380428
"51","F223",2,21,"458.4","Darriwilian","458.4","443.8","Plaesiomys","Plaesiomys",0,"Brachiopoda","Rhynchonellata","Orthida","Plaesiomyidae",33.43,99.22,"Shanyan","Upper","240946","8562","Upper portion, Shan Yan Fm., (CheLunGou Grp.), CheLunGou and TianZhu Counties, G","526",99.22,33.43,102.37560339598,31.1182515380428
"52","F223",2,21,"458.4","Darriwilian","477.7","430.5","Rafinesquina","Rafinesquina",0,"Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae",32.62,100.4,"Zhongbao","","240879","8556","GuLangXia and GuLang Counties","526",100.4,32.62,102.37560339598,31.1182515380428
"53","F223",2,21,"458.4","Darriwilian","477.7","445.2","Remopleurides","Remopleurides",0,"Arthropoda","Trilobita","Asaphida","Remopleurididae",32.77,101.32,"YaoMoShan","","446169","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"54","F223",2,21,"458.4","Darriwilian","477.7","410.8","Sowerbyella","Sowerbyella",0,"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae",33.43,99.22,"Shanyan","Upper","240947","8562","Upper portion, Shan Yan Fm., (CheLunGou Grp.), CheLunGou and TianZhu Counties, G","526",99.22,33.43,102.37560339598,31.1182515380428
"55","F223",2,21,"458.4","Darriwilian","477.7","410.8","Sowerbyella","Sowerbyella",0,"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae",32.77,101.32,"YaoMoShan","","446170","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"56","F223",2,21,"458.4","Darriwilian","477.7","254.14","Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",32.77,101.32,"YaoMoShan","","446171","8679","YaoMoShan Fm., HongShiGou and MengYuan Counties, QingHai Prov., China","526",101.32,32.77,102.37560339598,31.1182515380428
"57","F223",2,21,"458.4","Darriwilian","477.7","254.14","Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",33.6,100.16,"Zhongbao","","241004","8566","ZhongBao Fm., TaLiHua and MenYuan counties, QuingHi Prov., China","526",100.16,33.6,102.37560339598,31.1182515380428
"58","F223",2,21,"458.4","Darriwilian","477.7","254.14","Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",32.62,100.4,"Zhongbao","","240880","8556","GuLangXia and GuLang Counties","526",100.4,32.62,102.37560339598,31.1182515380428
"59","F223",2,21,"453","Sandbian","458.4","443.8","Anisopleurella","Anisopleurella",0,"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae",33.51,99.67,"Gulang","","240913","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"60","F223",2,21,"453","Sandbian","477.7","453","Basilicus","Basilicus",1,"Arthropoda","Trilobita","Asaphida","Asaphidae",33.51,99.67,"Gulang","","240914","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"61","F223",2,21,"453","Sandbian","458.4","430.5","Cliftonia","Cliftonia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",33.51,99.67,"Gulang","","240917","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"62","F223",2,21,"453","Sandbian","477.7","387.7","Ecculiomphalus","Ecculiomphalus",0,"Mollusca","Gastropoda","Euomphalina","Ophiletidae",33.51,99.67,"Gulang","","240919","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"63","F223",2,21,"453","Sandbian","453","393.3","Favistella","Favistella",0,"Cnidaria","Anthozoa","Stauriida","Stauriidae",33.51,99.67,"Gulang","","240921","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"64","F223",2,21,"453","Sandbian","477.7","430.5","Illaenus","Illaenus",0,"Arthropoda","Trilobita","Corynexochida","Illaenidae",33.51,99.67,"Gulang","","240922","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"65","F223",2,21,"453","Sandbian","477.7","445.2","Isoteloides","Isoteloides",0,"Arthropoda","Trilobita","Asaphida","Asaphidae",33.51,99.67,"Gulang","","240923","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"66","F223",2,21,"453","Sandbian","458.4","443.8","Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",33.51,99.67,"Gulang","","240924","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"67","F223",2,21,"453","Sandbian","458.4","393.3","Lichas","Lichas",0,"Arthropoda","Trilobita","Lichida","Lichidae",33.51,99.67,"Gulang","","240926","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"68","F223",2,21,"453","Sandbian","477.7","208.5","Maclurites","Maclurites",0,"Mollusca","Gastropoda","Euomphalina","Macluritidae",33.51,99.67,"Gulang","","240928","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"69","F223",2,21,"453","Sandbian","458.4","443.8","Nicolella","Nicolella",0,"Brachiopoda","Rhynchonellata","Orthida","Productorthidae",33.51,99.67,"Gulang","","240929","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"70","F223",2,21,"453","Sandbian","458.4","445.2","Oepikina","Oepikina",0,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",33.51,99.67,"Gulang","","240930","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"71","F223",2,21,"453","Sandbian","467.3","427.4","Platystrophia","Platystrophia",0,"Brachiopoda","Rhynchonellata","Orthida","Platystrophiidae",33.51,99.67,"Gulang","","240931","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"72","F223",2,21,"453","Sandbian","453","407.6","Plectatrypa","Plectatrypa",0,"Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",33.51,99.67,"Gulang","","240932","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"73","F223",2,21,"453","Sandbian","477.7","445.2","Remopleurides","Remopleurides",0,"Arthropoda","Trilobita","Asaphida","Remopleurididae",33.51,99.67,"Gulang","","240933","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"74","F223",2,21,"453","Sandbian","458.4","433.4","Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",33.51,99.67,"Gulang","","240934","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"75","F223",2,21,"453","Sandbian","453","372.2","Scutellum","Scutellum",0,"Arthropoda","Trilobita","Corynexochida","Styginidae",33.51,99.67,"Gulang","","240935","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"76","F223",2,21,"453","Sandbian","477.7","410.8","Sowerbyella","Sowerbyella",0,"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae",33.51,99.67,"Gulang","","240936","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"77","F223",2,21,"453","Sandbian","453","445.2","Stenocamara","Stenocamara",0,"Brachiopoda","Rhynchonellata","Pentamerida","Camerellidae",33.51,99.67,"Gulang","","240937","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"78","F223",2,21,"453","Sandbian","453","358.9","Streptelasma","Streptelasma",0,"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae",33.51,99.67,"Gulang","","240938","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"79","F223",2,21,"453","Sandbian","477.7","254.14","Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",33.51,99.67,"Gulang","","240940","8561","GuLang Fm., GuLangXia and GuLang Counties, GanSu Prov., China","526",99.67,33.51,102.37560339598,31.1182515380428
"80","F266",3,16,"458.4","Darriwilian","477.7","453","Basilicus","Basilicus",0,"Arthropoda","Trilobita","Asaphida","Asaphidae",23.79,84.62,"Shan MaJiaGou","","242057","20758","Shan MaJiaGou Fm. (20-10), ToFang Gou, BenXi City, LiaoNing Prov., China","3861",84.62,23.79,82.156364942504,24.4563529129403
"81","F266",3,16,"458.4","Darriwilian","467.3","430.5","Boucotspira","Boucotspira",0,"Mollusca","Gastropoda","Euomphalina","Helicotomidae",21.63,84.71,"Majiagou","Unkaku","1199317","155060","Shoko-ri, Bantatsu-men Hill, 5 kilometers east of Heijo","16111",84.71,21.63,82.156364942504,24.4563529129403
"82","F266",3,16,"458.4","Darriwilian","470","372.2","Donaldiella","Donaldiella",0,"Mollusca","Gastropoda","Murchisoniina","Lophospiridae",21.63,84.71,"Majiagou","Unkaku","1199319","155060","Shoko-ri, Bantatsu-men Hill, 5 kilometers east of Heijo","16111",84.71,21.63,82.156364942504,24.4563529129403
"83","F266",3,16,"458.4","Darriwilian","458.4","445.2","Eotomaria","Eotomaria",0,"Mollusca","Gastropoda","Murchisoniina","Eotomariidae",21.63,84.71,"Majiagou","Unkaku","1199318","155060","Shoko-ri, Bantatsu-men Hill, 5 kilometers east of Heijo","16111",84.71,21.63,82.156364942504,24.4563529129403
"84","F266",3,16,"458.4","Darriwilian","477.7","443.8","Lesueurilla","Lesueurilla",0,"Mollusca","Gastropoda","Euomphalina","Lesueurillidae",21.63,84.71,"Majiagou","Unkaku","1199320","155060","Shoko-ri, Bantatsu-men Hill, 5 kilometers east of Heijo","16111",84.71,21.63,82.156364942504,24.4563529129403
"85","F266",3,16,"458.4","Darriwilian","477.7","430.5","Lophospira","Lophospira",0,"Mollusca","Gastropoda","Murchisoniina","Lophospiridae",21.63,84.71,"Majiagou","Unkaku","1199321","155060","Shoko-ri, Bantatsu-men Hill, 5 kilometers east of Heijo","16111",84.71,21.63,82.156364942504,24.4563529129403
"86","F266",3,16,"458.4","Darriwilian","477.7","430.5","Lophospira","Lophospira",0,"Mollusca","Gastropoda","Murchisoniina","Lophospiridae",21.66,84.88,"Unkaku","","1200620","155372","Unkaku-ri Bantatsu-men Koto Prefecture South Heian-do","16111",84.88,21.66,82.156364942504,24.4563529129403
"87","F266",3,16,"458.4","Darriwilian","458.4","445.2","Loxobucania","Loxobucania",0,"Mollusca","Gastropoda","Bellerophontida","Bucaniidae",21.66,84.88,"Unkaku","","1200618","155371","Taisei-ri Bantatsu-men Koto Prefecture South Heian-do","16111",84.88,21.66,82.156364942504,24.4563529129403
"88","F266",3,16,"458.4","Darriwilian","458.4","445.2","Ophiletina","Ophiletina",0,"Mollusca","Gastropoda","Euomphalina","Helicotomidae",21.63,84.71,"Majiagou","Unkaku","1199327","155060","Shoko-ri, Bantatsu-men Hill, 5 kilometers east of Heijo","16111",84.71,21.63,82.156364942504,24.4563529129403
"89","F266",3,16,"458.4","Darriwilian","477.7","165.3","Orthis","Orthis",0,"Brachiopoda","Rhynchonellata","Orthida","Orthidae",23.79,84.62,"Shan MaJiaGou","","242058","20758","Shan MaJiaGou Fm. (20-10), ToFang Gou, BenXi City, LiaoNing Prov., China","3861",84.62,23.79,82.156364942504,24.4563529129403
