"","cell","cell_id","occs","interval.ma","early_interval","fad","lad","accepted_name","genus","ex","phylum","class","order","family","paleolat","paleolng","occurrence_no","collection_no","reference_no","long.x","lat.x","lat","long"
"99","F130",3,243,184.2,"Pliensbachian",192.9,184.2,"Grandirhynchia","Grandirhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",44.57,8.9,1547962,218421,75714,8.9,44.57,12.8585340591738,45.610404392128
"100","F130",3,243,184.2,"Pliensbachian",192.9,184.2,"Grandirhynchia","Grandirhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",44.56,8.9,396836,38106,52078,8.9,44.56,12.8585340591738,45.610404392128
"101","F130",3,243,184.2,"Pliensbachian",192.9,184.2,"Grandirhynchia","Grandirhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",44.57,8.89,1218503,159230,52078,8.89,44.57,12.8585340591738,45.610404392128
"102","F130",3,243,184.2,"Pliensbachian",192.9,184.2,"Grandirhynchia","Grandirhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",44.57,8.89,1218507,159232,52078,8.89,44.57,12.8585340591738,45.610404392128
"103","F130",3,243,184.2,"Pliensbachian",192.9,184.2,"Grandirhynchia","Grandirhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",44.57,8.9,1547972,218423,75714,8.9,44.57,12.8585340591738,45.610404392128
"104","F130",3,243,184.2,"Pliensbachian",192.9,184.2,"Grandirhynchia","Grandirhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",44.54,8.88,396808,38105,52078,8.88,44.54,12.8585340591738,45.610404392128
"105","F130",3,243,184.2,"Pliensbachian",242,149.2,"Gresslya","Gresslya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",42.98,13.53,1525916,213654,73768,13.53,42.98,12.8585340591738,45.610404392128
"106","F130",3,243,184.2,"Pliensbachian",242,149.2,"Gresslya","Gresslya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",42.98,13.53,1525844,213642,73768,13.53,42.98,12.8585340591738,45.610404392128
"107","F130",3,243,184.2,"Pliensbachian",242,149.2,"Gresslya","Gresslya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",42.98,13.53,1525834,213640,73768,13.53,42.98,12.8585340591738,45.610404392128
"108","F130",3,243,184.2,"Pliensbachian",242,149.2,"Gresslya","Gresslya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",42.98,13.53,1525865,213646,73768,13.53,42.98,12.8585340591738,45.610404392128
"109","F130",3,243,184.2,"Pliensbachian",242,149.2,"Gresslya","Gresslya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",42.98,13.53,1525850,213643,73768,13.53,42.98,12.8585340591738,45.610404392128
"110","F130",3,243,184.2,"Pliensbachian",242,149.2,"Gresslya","Gresslya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",42.98,13.53,1525932,213655,73768,13.53,42.98,12.8585340591738,45.610404392128
"111","F130",3,243,184.2,"Pliensbachian",242,149.2,"Gresslya","Gresslya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",42.98,13.53,1525909,213653,73768,13.53,42.98,12.8585340591738,45.610404392128
"112","F130",3,243,184.2,"Pliensbachian",237,33.9,"Gryphaea","Gryphaea",0,"Mollusca","Bivalvia","Ostreida","Gryphaeidae",42.98,13.53,1525862,213646,73768,13.53,42.98,12.8585340591738,45.610404392128
"113","F130",3,243,184.2,"Pliensbachian",237,33.9,"Gryphaea","Gryphaea",0,"Mollusca","Bivalvia","Ostreida","Gryphaeidae",42.98,13.53,1525895,213651,73768,13.53,42.98,12.8585340591738,45.610404392128
