"","cell","cell_id","occs","interval.ma","early_interval","fad","lad","accepted_name","genus","ex","phylum","class","order","family","paleolat","paleolng","occurrence_no","collection_no","reference_no","long.x","lat.x","long","lat"
"421","F296",8,126,445.2,"Katian",458.4,427.4,"Glyptorthis","Glyptorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae",14.63,-40.93,1465903,204687,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"422","F296",8,126,445.2,"Katian",458.4,427.4,"Glyptorthis","Glyptorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae",14.61,-40.9,1466442,204794,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"423","F296",8,126,445.2,"Katian",458.4,427.4,"Glyptorthis","Glyptorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae",14.58,-40.89,1466568,204806,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"424","F296",8,126,445.2,"Katian",458.4,427.4,"Glyptorthis","Glyptorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae",14.61,-40.9,1466392,204790,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"425","F296",8,126,445.2,"Katian",458.4,427.4,"Glyptorthis","Glyptorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae",14.58,-40.89,1466571,204809,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"426","F296",8,126,445.2,"Katian",458.4,427.4,"Glyptorthis","Glyptorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae",14.61,-40.9,1466405,204791,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"427","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.61,-40.9,1466421,204793,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"428","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.61,-40.9,1466413,204792,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"429","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.61,-40.9,1466408,204791,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"430","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.63,-40.93,1465869,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"431","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.58,-40.89,1466600,204814,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"432","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.63,-40.93,1465909,204688,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"433","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.63,-40.93,1465922,204690,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"434","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.58,-40.89,1466564,204806,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"435","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.61,-40.9,1466464,204796,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"436","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.61,-40.9,1466441,204794,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"437","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.63,-40.93,1465902,204687,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"438","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.58,-40.89,1466589,204812,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"439","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.58,-40.89,1466584,204811,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"440","F296",8,126,445.2,"Katian",467.3,423,"Hesperorthis","Hesperorthis",0,"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae",14.61,-40.9,1466455,204795,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"441","F296",8,126,445.2,"Katian",458.4,443.8,"Isotelus","Isotelus",0,"Arthropoda","Trilobita","Asaphida","Asaphidae",14.57,-40.89,1466912,204891,70216,-40.89,14.57,-41.9943885497628,17.1747793640391
"442","F296",8,126,445.2,"Katian",458.4,443.8,"Isotelus","Isotelus",0,"Arthropoda","Trilobita","Asaphida","Asaphidae",14.63,-40.93,1465875,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"443","F296",8,126,445.2,"Katian",445.2,443.8,"Kenophyllum","Kenophyllum",0,"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae",14.61,-40.9,1466448,204794,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"444","F296",8,126,445.2,"Katian",445.2,443.8,"Kenophyllum","Kenophyllum",0,"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae",14.61,-40.9,1466429,204793,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"445","F296",8,126,445.2,"Katian",445.2,443.8,"Kenophyllum","Kenophyllum",0,"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae",14.61,-40.9,1466457,204795,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"446","F296",8,126,445.2,"Katian",458.4,445.2,"Lepidocycloides","Lepidocycloides",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",16.21,-43.04,241975,9312,679,-43.04,16.21,-41.9943885497628,17.1747793640391
"447","F296",8,126,445.2,"Katian",458.4,443.8,"Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",14.63,-40.93,1465917,204688,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"448","F296",8,126,445.2,"Katian",458.4,443.8,"Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",14.61,-40.9,1466414,204792,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"449","F296",8,126,445.2,"Katian",458.4,443.8,"Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",14.63,-40.93,1465907,204687,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"450","F296",8,126,445.2,"Katian",458.4,443.8,"Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",14.61,-40.9,1466472,204796,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"451","F296",8,126,445.2,"Katian",458.4,443.8,"Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",14.61,-40.9,1466407,204791,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"452","F296",8,126,445.2,"Katian",458.4,443.8,"Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",14.63,-40.93,1465870,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"453","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.61,-40.9,1466395,204790,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"454","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.61,-40.9,1466412,204791,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"455","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.61,-40.9,1466462,204795,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"456","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.61,-40.9,1466443,204794,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"457","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.61,-40.9,1466424,204793,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"458","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.58,-40.89,1466558,204805,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"459","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.58,-40.89,1466572,204809,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"460","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.63,-40.93,1465916,204688,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"461","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.63,-40.93,1465887,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"462","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.58,-40.89,1466565,204806,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"463","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.58,-40.89,1466601,204814,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"464","F296",8,126,445.2,"Katian",453,445.2,"Maakina","Maakina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.63,-40.93,1465919,204689,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"465","F296",8,126,445.2,"Katian",458.4,445.2,"Monorakos","Monorakos",1,"Arthropoda","Trilobita","Phacopida","Pterygometopidae",14.63,-40.93,1465876,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"466","F296",8,126,445.2,"Katian",458.4,445.2,"Monorakos","Monorakos",1,"Arthropoda","Trilobita","Phacopida","Pterygometopidae",16.21,-43.04,241976,9312,679,-43.04,16.21,-41.9943885497628,17.1747793640391
"467","F296",8,126,445.2,"Katian",458.4,445.2,"Oepikina","Oepikina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.61,-40.9,1466406,204791,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"468","F296",8,126,445.2,"Katian",458.4,445.2,"Oepikina","Oepikina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.63,-40.93,1465906,204687,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"469","F296",8,126,445.2,"Katian",458.4,445.2,"Oepikina","Oepikina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.61,-40.9,1466461,204795,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"470","F296",8,126,445.2,"Katian",458.4,445.2,"Oepikina","Oepikina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.61,-40.9,1466438,204793,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"471","F296",8,126,445.2,"Katian",458.4,445.2,"Oepikina","Oepikina",1,"Brachiopoda","Strophomenata","Strophomenida","Furcitellidae",14.63,-40.93,1465888,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"472","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.58,-40.89,1466608,204815,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"473","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.58,-40.89,1466573,204809,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"474","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.61,-40.9,1466465,204796,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"475","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.61,-40.9,1466456,204795,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"476","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.58,-40.89,1466590,204812,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"477","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.58,-40.89,1466602,204814,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"478","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.63,-40.93,1465871,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"479","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.61,-40.9,1466444,204794,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"480","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.61,-40.9,1466425,204793,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"481","F296",8,126,445.2,"Katian",458.4,445.2,"Opikina","Opikina",1,"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae",14.58,-40.89,1466579,204810,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"482","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.61,-40.9,1466415,204792,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"483","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.61,-40.9,1466431,204793,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"484","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.58,-40.89,1466566,204806,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"485","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.58,-40.89,1466609,204815,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"486","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.63,-40.93,1465872,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"487","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.63,-40.93,1465910,204688,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"488","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.61,-40.9,1466409,204791,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"489","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",16.21,-43.04,241981,9312,679,-43.04,16.21,-41.9943885497628,17.1747793640391
"490","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.61,-40.9,1466445,204794,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"491","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.61,-40.9,1466394,204790,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"492","F296",8,126,445.2,"Katian",458.4,433.4,"Rostricellula","Rostricellula",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",14.63,-40.93,1465905,204687,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"493","F296",8,126,445.2,"Katian",458.4,433.4,"Stenopareia","Stenopareia",0,"Arthropoda","Trilobita","Corynexochida","Illaenidae",16.21,-43.04,241985,9312,679,-43.04,16.21,-41.9943885497628,17.1747793640391
"494","F296",8,126,445.2,"Katian",453,358.9,"Streptelasma","Streptelasma",0,"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae",14.61,-40.9,1466430,204793,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"495","F296",8,126,445.2,"Katian",453,358.9,"Streptelasma","Streptelasma",0,"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae",14.61,-40.9,1466447,204794,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"496","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.58,-40.89,1466606,204815,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"497","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.63,-40.93,1465923,204690,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"498","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.58,-40.89,1466603,204814,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"499","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.61,-40.9,1466460,204795,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"500","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.58,-40.89,1466591,204812,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"501","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.61,-40.9,1466466,204796,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"502","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.58,-40.89,1466569,204806,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"503","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.58,-40.89,1466586,204811,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"504","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.61,-40.9,1466403,204791,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"505","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.63,-40.93,1465873,204686,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"506","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.58,-40.89,1466580,204810,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"507","F296",8,126,445.2,"Katian",477.7,254.14,"Strophomena","Strophomena",0,"Brachiopoda","Strophomenata","Strophomenida","Strophodontidae",14.63,-40.93,1465911,204688,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"508","F296",8,126,445.2,"Katian",458.4,430.5,"Triplesia","Triplesia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",14.61,-40.9,1466410,204791,70216,-40.9,14.61,-41.9943885497628,17.1747793640391
"509","F296",8,126,445.2,"Katian",458.4,430.5,"Triplesia","Triplesia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",14.58,-40.89,1466597,204813,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"510","F296",8,126,445.2,"Katian",458.4,430.5,"Triplesia","Triplesia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",14.63,-40.93,1465924,204690,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"511","F296",8,126,445.2,"Katian",458.4,430.5,"Triplesia","Triplesia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",14.58,-40.89,1466592,204812,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"512","F296",8,126,445.2,"Katian",458.4,430.5,"Triplesia","Triplesia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",14.63,-40.93,1465920,204689,70216,-40.93,14.63,-41.9943885497628,17.1747793640391
"513","F296",8,126,445.2,"Katian",458.4,430.5,"Triplesia","Triplesia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",14.58,-40.89,1466587,204811,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"514","F296",8,126,445.2,"Katian",458.4,430.5,"Triplesia","Triplesia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",14.58,-40.89,1466574,204809,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"515","F296",8,126,445.2,"Katian",458.4,430.5,"Triplesia","Triplesia",0,"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",14.58,-40.89,1466581,204810,70216,-40.89,14.58,-41.9943885497628,17.1747793640391
"516","F316",9,443,445.2,"Katian",453,440.8,"Acidolites","Acidolites",0,"Cnidaria","Anthozoa","Heliolitida","Coccoserididae",12.81,117.64,38312,2725,92,117.64,12.81,117.479900851709,14.9221165060217
"517","F316",9,443,445.2,"Katian",453,440.8,"Acidolites","Acidolites",0,"Cnidaria","Anthozoa","Heliolitida","Coccoserididae",12.71,117.6,37953,2699,86,117.6,12.71,117.479900851709,14.9221165060217
"518","F316",9,443,445.2,"Katian",453,440.8,"Acidolites","Acidolites",0,"Cnidaria","Anthozoa","Heliolitida","Coccoserididae",12.17,117.45,38474,2751,92,117.45,12.17,117.479900851709,14.9221165060217
"519","F316",9,443,445.2,"Katian",458.4,443.8,"Amphilichas","Amphilichas",0,"Arthropoda","Trilobita","Lichida","Lichidae",12.63,115.58,1662949,236049,89328,115.58,12.63,117.479900851709,14.9221165060217
"520","F316",9,443,445.2,"Katian",458.4,443.8,"Amphilichas","Amphilichas",0,"Arthropoda","Trilobita","Lichida","Lichidae",13.03,116.21,1662387,235984,89328,116.21,13.03,117.479900851709,14.9221165060217
"521","F316",9,443,445.2,"Katian",458.4,443.8,"Amphilichas","Amphilichas",0,"Arthropoda","Trilobita","Lichida","Lichidae",12.17,117.45,38475,2751,92,117.45,12.17,117.479900851709,14.9221165060217
"522","F316",9,443,445.2,"Katian",458.4,443.8,"Amphilichas","Amphilichas",0,"Arthropoda","Trilobita","Lichida","Lichidae",12.56,116.72,1377976,188479,63211,116.72,12.56,117.479900851709,14.9221165060217
"523","F316",9,443,445.2,"Katian",458.4,443.8,"Amphilichas","Amphilichas",0,"Arthropoda","Trilobita","Lichida","Lichidae",12.45,116.89,38396,2745,94,116.89,12.45,117.479900851709,14.9221165060217
"524","F316",9,443,445.2,"Katian",453,445.2,"Anazyga","Anazyga",1,"Brachiopoda","Rhynchonellata","Atrypida","Anazygidae",12.71,117.6,38071,2702,86,117.6,12.71,117.479900851709,14.9221165060217
"525","F316",9,443,445.2,"Katian",453,445.2,"Anazyga","Anazyga",1,"Brachiopoda","Rhynchonellata","Atrypida","Anazygidae",12.71,117.6,37979,2699,86,117.6,12.71,117.479900851709,14.9221165060217
"526","F316",9,443,445.2,"Katian",453,445.2,"Anazyga","Anazyga",1,"Brachiopoda","Rhynchonellata","Atrypida","Anazygidae",12.58,118,38027,2700,86,118,12.58,117.479900851709,14.9221165060217
"527","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",13.29,117.28,35996,2648,76,117.28,13.29,117.479900851709,14.9221165060217
"528","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.71,117.6,38063,2702,92,117.6,12.71,117.479900851709,14.9221165060217
"529","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.58,118,38039,2701,86,118,12.58,117.479900851709,14.9221165060217
"530","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.58,118,38018,2700,86,118,12.58,117.479900851709,14.9221165060217
"531","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.71,117.6,38371,2731,92,117.6,12.71,117.479900851709,14.9221165060217
"532","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.82,117.64,1257180,166837,92,117.64,12.82,117.479900851709,14.9221165060217
"533","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.71,117.6,1257171,166835,92,117.6,12.71,117.479900851709,14.9221165060217
"534","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.77,117.54,1257159,166833,92,117.54,12.77,117.479900851709,14.9221165060217
"535","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.81,117.64,38313,2725,92,117.64,12.81,117.479900851709,14.9221165060217
"536","F316",9,443,445.2,"Katian",458.4,445.2,"Anoptambonites","Anoptambonites",1,"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae",12.45,116.89,38397,2745,92,116.89,12.45,117.479900851709,14.9221165060217
"537","F316",9,443,445.2,"Katian",453,259.51,"Aulopora","Aulopora",0,"Cnidaria","Anthozoa","Auloporida","Auloporidae",12.58,118,38019,2700,86,118,12.58,117.479900851709,14.9221165060217
"538","F316",9,443,445.2,"Katian",453,259.51,"Aulopora","Aulopora",0,"Cnidaria","Anthozoa","Auloporida","Auloporidae",12.71,117.6,38372,2731,92,117.6,12.71,117.479900851709,14.9221165060217
