"","cell","cell_id","occs","interval.ma","early_interval","fad","lad","accepted_name","genus","ex","phylum","class","order","family","paleolat","paleolng","occurrence_no","collection_no","reference_no","long.x","lat.x","long","lat"
"1","F176",1,76,445.2,"Katian",445.2,445.2,"Alceste","Alceste",1,"Arthropoda","Trilobita","Corynexochida","Styginidae",37.56,80.68,1398521,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"2","F176",1,76,445.2,"Katian",453,443.8,"Amphitryon","Amphitryon",0,"Arthropoda","Trilobita","Asaphida","Remopleurididae",37.56,80.68,1398493,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"3","F176",1,76,445.2,"Katian",453,443.8,"Amphitryon","Amphitryon",0,"Arthropoda","Trilobita","Asaphida","Remopleurididae",37.56,80.68,1398478,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"4","F176",1,76,445.2,"Katian",453,443.8,"Amphitryon","Amphitryon",0,"Arthropoda","Trilobita","Asaphida","Remopleurididae",37.71,80.9,1398537,192795,65444,80.9,37.71,80.8769415180706,38.4193746529344
"5","F176",1,76,445.2,"Katian",477.7,438.5,"Ampyx","Ampyx",0,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.56,80.68,1398522,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"6","F176",1,76,445.2,"Katian",477.7,445.2,"Birmanites","Birmanites",1,"Arthropoda","Trilobita","Asaphida","Asaphidae",37.56,80.68,1398508,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"7","F176",1,76,445.2,"Katian",467.3,445.2,"Celmus","Celmus",1,"Arthropoda","Trilobita","Ptychopariida","Raymondinidae",37.56,80.68,1398515,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"8","F176",1,76,445.2,"Katian",467.3,445.2,"Celmus","Celmus",1,"Arthropoda","Trilobita","Ptychopariida","Raymondinidae",37.71,80.9,1398563,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"9","F176",1,76,445.2,"Katian",458.4,440.8,"Christiania","Christiania",0,"Brachiopoda","Strophomenata","Strophomenida","Christianiidae",37.62,81.55,1081744,7872,43470,81.55,37.62,80.8769415180706,38.4193746529344
"10","F176",1,76,445.2,"Katian",477.7,445.2,"Cyclopyge","Cyclopyge",1,"Arthropoda","Trilobita","Asaphida","Cyclopygidae",37.56,80.68,1398475,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"11","F176",1,76,445.2,"Katian",477.7,445.2,"Cyclopyge","Cyclopyge",1,"Arthropoda","Trilobita","Asaphida","Cyclopygidae",37.71,80.9,1398533,192795,65444,80.9,37.71,80.8769415180706,38.4193746529344
"12","F176",1,76,445.2,"Katian",477.7,445.2,"Cyclopyge","Cyclopyge",1,"Arthropoda","Trilobita","Asaphida","Cyclopygidae",37.56,80.68,1398492,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"13","F176",1,76,445.2,"Katian",477.7,445.2,"Cyclopyge","Cyclopyge",1,"Arthropoda","Trilobita","Asaphida","Cyclopygidae",37.71,80.9,1398544,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"14","F176",1,76,445.2,"Katian",453,407.6,"Decoroproetus","Decoroproetus",0,"Arthropoda","Trilobita","Proetida","Tropidocoryphidae",37.56,80.68,1398518,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"15","F176",1,76,445.2,"Katian",470,423,"Diacanthaspis","Diacanthaspis",0,"Arthropoda","Trilobita","Odontopleurida","Odontopleuridae",37.71,80.9,1398565,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"16","F176",1,76,445.2,"Katian",458.4,443.8,"Dionide","Dionide",0,"Arthropoda","Trilobita","Trinucleida","Dionididae",37.56,80.68,1398494,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"17","F176",1,76,445.2,"Katian",458.4,443.8,"Dionide","Dionide",0,"Arthropoda","Trilobita","Trinucleida","Dionididae",37.71,80.9,1398547,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"18","F176",1,76,445.2,"Katian",458.4,443.8,"Dionide","Dionide",0,"Arthropoda","Trilobita","Trinucleida","Dionididae",37.56,80.68,1398487,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"19","F176",1,76,445.2,"Katian",458.4,445.2,"Dionidella","Dionidella",1,"Arthropoda","Trilobita","Trinucleida","Dionididae",37.56,80.68,1398519,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"20","F176",1,76,445.2,"Katian",477.7,445.2,"Dubhglasina","Dubhglasina",1,"Arthropoda","Trilobita","Harpetida","Harpetidae",37.71,80.9,1398562,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"21","F176",1,76,445.2,"Katian",477.7,445.2,"Dubhglasina","Dubhglasina",1,"Arthropoda","Trilobita","Harpetida","Harpetidae",37.56,80.68,1398489,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"22","F176",1,76,445.2,"Katian",477.7,445.2,"Dubhglasina","Dubhglasina",1,"Arthropoda","Trilobita","Harpetida","Harpetidae",37.56,80.68,1398514,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"23","F176",1,76,445.2,"Katian",470,445.2,"Encrinurella","Encrinurella",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.71,80.9,1398538,192795,65444,80.9,37.71,80.8769415180706,38.4193746529344
"24","F176",1,76,445.2,"Katian",470,445.2,"Encrinurella","Encrinurella",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.56,80.68,1398488,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"25","F176",1,76,445.2,"Katian",470,445.2,"Encrinurella","Encrinurella",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.56,80.68,1398503,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"26","F176",1,76,445.2,"Katian",470,445.2,"Encrinurella","Encrinurella",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.71,80.9,1398556,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"27","F176",1,76,445.2,"Katian",453,433.4,"Failleana","Failleana",0,"Arthropoda","Trilobita","Corynexochida","Styginidae",37.71,80.9,1398542,192795,65444,80.9,37.71,80.8769415180706,38.4193746529344
"28","F176",1,76,445.2,"Katian",453,433.4,"Failleana","Failleana",0,"Arthropoda","Trilobita","Corynexochida","Styginidae",37.56,80.68,1398531,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"29","F176",1,76,445.2,"Katian",458.4,443.8,"Foliomena","Foliomena",0,"Brachiopoda","Strophomenata","Strophomenida","Foliomenidae",37.62,81.55,1081743,7872,43470,81.55,37.62,80.8769415180706,38.4193746529344
"30","F176",1,76,445.2,"Katian",453,440.8,"Kozlowskites","Kozlowskites",0,"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae",37.62,81.55,1081742,7872,43470,81.55,37.62,80.8769415180706,38.4193746529344
"31","F176",1,76,445.2,"Katian",458.4,445.2,"Lisogorites","Lisogorites",1,"Arthropoda","Trilobita","Asaphida","Asaphidae",37.56,80.68,1398520,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"32","F176",1,76,445.2,"Katian",470,443.8,"Lonchodomas","Lonchodomas",0,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.71,80.9,1398560,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"33","F176",1,76,445.2,"Katian",470,443.8,"Lonchodomas","Lonchodomas",0,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.56,80.68,1398506,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"34","F176",1,76,445.2,"Katian",458.4,445.2,"Miaopopsis","Miaopopsis",1,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.56,80.68,1398526,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"35","F176",1,76,445.2,"Katian",458.4,445.2,"Miaopopsis","Miaopopsis",1,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.56,80.68,1398484,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"36","F176",1,76,445.2,"Katian",458.4,445.2,"Miaopopsis","Miaopopsis",1,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.71,80.9,1398553,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"37","F176",1,76,445.2,"Katian",458.4,445.2,"Microparia","Microparia",1,"Arthropoda","Trilobita","Asaphida","Cyclopygidae",37.56,80.68,1398486,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"38","F176",1,76,445.2,"Katian",458.4,445.2,"Microparia","Microparia",1,"Arthropoda","Trilobita","Asaphida","Cyclopygidae",37.56,80.68,1398513,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"39","F176",1,76,445.2,"Katian",458.4,445.2,"Microparia","Microparia",1,"Arthropoda","Trilobita","Asaphida","Cyclopygidae",37.71,80.9,1398561,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"40","F176",1,76,445.2,"Katian",458.4,445.2,"Nankinolithus","Nankinolithus",1,"Arthropoda","Trilobita","Trinucleida","Trinucleidae",37.62,81.55,108834,7872,482,81.55,37.62,80.8769415180706,38.4193746529344
"41","F176",1,76,445.2,"Katian",458.4,445.2,"Nankinolithus","Nankinolithus",1,"Arthropoda","Trilobita","Trinucleida","Trinucleidae",37.56,80.68,1398496,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"42","F176",1,76,445.2,"Katian",458.4,445.2,"Nankinolithus","Nankinolithus",1,"Arthropoda","Trilobita","Trinucleida","Trinucleidae",37.71,80.9,1398543,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"43","F176",1,76,445.2,"Katian",477.7,445.2,"Nileus","Nileus",1,"Arthropoda","Trilobita","Asaphida","Nileidae",37.71,80.9,1398554,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"44","F176",1,76,445.2,"Katian",477.7,445.2,"Nileus","Nileus",1,"Arthropoda","Trilobita","Asaphida","Nileidae",37.56,80.68,1398528,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"45","F176",1,76,445.2,"Katian",458.4,358.9,"Otarion","Otarion",0,"Arthropoda","Trilobita","Proetida","Otarionidae",37.62,81.55,108835,7872,482,81.55,37.62,80.8769415180706,38.4193746529344
"46","F176",1,76,445.2,"Katian",470,445.2,"Ovalocephalus","Ovalocephalus",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.56,80.68,1398491,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"47","F176",1,76,445.2,"Katian",470,445.2,"Ovalocephalus","Ovalocephalus",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.71,80.9,1398536,192795,65444,80.9,37.71,80.8769415180706,38.4193746529344
"48","F176",1,76,445.2,"Katian",470,445.2,"Ovalocephalus","Ovalocephalus",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.71,80.9,1398545,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"49","F176",1,76,445.2,"Katian",470,445.2,"Ovalocephalus","Ovalocephalus",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.56,80.68,1398474,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"50","F176",1,76,445.2,"Katian",470,445.2,"Ovalocephalus","Ovalocephalus",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",37.62,81.55,108833,7872,482,81.55,37.62,80.8769415180706,38.4193746529344
"51","F176",1,76,445.2,"Katian",453,445.2,"Paraperaspis","Paraperaspis",1,"Arthropoda","Trilobita","Asaphida","Nileidae",37.56,80.68,1398477,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"52","F176",1,76,445.2,"Katian",453,445.2,"Paraperaspis","Paraperaspis",1,"Arthropoda","Trilobita","Asaphida","Nileidae",37.56,80.68,1398499,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"53","F176",1,76,445.2,"Katian",453,445.2,"Paraphillipsinella","Paraphillipsinella",1,"Arthropoda","Trilobita","Corynexochida","Styginidae",37.56,80.68,1398482,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"54","F176",1,76,445.2,"Katian",453,445.2,"Paraphillipsinella","Paraphillipsinella",1,"Arthropoda","Trilobita","Corynexochida","Styginidae",37.71,80.9,1398559,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"55","F176",1,76,445.2,"Katian",453,445.2,"Paraphillipsinella","Paraphillipsinella",1,"Arthropoda","Trilobita","Corynexochida","Styginidae",37.56,80.68,1398495,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"56","F176",1,76,445.2,"Katian",445.2,445.2,"Parisoceraurus","Parisoceraurus",1,"Arthropoda","Trilobita","Phacopida","Cheiruridae",37.56,80.68,1398509,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"57","F176",1,76,445.2,"Katian",458.4,443.8,"Phillipsinella","Phillipsinella",0,"Arthropoda","Trilobita","Corynexochida","Styginidae",37.56,80.68,1398511,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"58","F176",1,76,445.2,"Katian",445.2,445.2,"Pseudampyxina","Pseudampyxina",1,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.56,80.68,1398480,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"59","F176",1,76,445.2,"Katian",445.2,445.2,"Pseudampyxina","Pseudampyxina",1,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.56,80.68,1398500,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"60","F176",1,76,445.2,"Katian",445.2,445.2,"Pseudampyxina","Pseudampyxina",1,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.71,80.9,1398552,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"61","F176",1,76,445.2,"Katian",453,438.5,"Pseudobirmanites","Pseudobirmanites",0,"Arthropoda","Trilobita","Proetida","Rorringtoniidae",37.56,80.68,1398501,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"62","F176",1,76,445.2,"Katian",453,438.5,"Pseudobirmanites","Pseudobirmanites",0,"Arthropoda","Trilobita","Proetida","Rorringtoniidae",37.56,80.68,1398483,192793,65444,80.68,37.56,80.8769415180706,38.4193746529344
"63","F176",1,76,445.2,"Katian",453,438.5,"Pseudobirmanites","Pseudobirmanites",0,"Arthropoda","Trilobita","Proetida","Rorringtoniidae",37.71,80.9,1398541,192795,65444,80.9,37.71,80.8769415180706,38.4193746529344
"64","F176",1,76,445.2,"Katian",453,438.5,"Pseudobirmanites","Pseudobirmanites",0,"Arthropoda","Trilobita","Proetida","Rorringtoniidae",37.71,80.9,1398558,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"65","F176",1,76,445.2,"Katian",467.3,443.8,"Pseudosphaerexochus","Pseudosphaerexochus",0,"Arthropoda","Trilobita","Phacopida","Cheiruridae",37.56,80.68,1398525,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"66","F176",1,76,445.2,"Katian",458.4,445.2,"Remopleurella","Remopleurella",1,"Arthropoda","Trilobita","Asaphida","Remopleurididae",37.56,80.68,1398527,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"67","F176",1,76,445.2,"Katian",470,445.2,"Shumardia","Shumardia (Shumardia)",1,"Arthropoda","Trilobita","Ptychopariida","Shumardiidae",37.71,80.9,1398549,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"68","F176",1,76,445.2,"Katian",470,445.2,"Shumardia","Shumardia (Shumardia)",1,"Arthropoda","Trilobita","Ptychopariida","Shumardiidae",37.56,80.68,1398507,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"69","F176",1,76,445.2,"Katian",445.2,445.2,"Sinampyxina","Sinampyxina",1,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.56,80.68,1398524,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"70","F176",1,76,445.2,"Katian",458.4,445.2,"Sinocybele","Sinocybele",1,"Arthropoda","Trilobita","Phacopida","Encrinuridae",37.56,80.68,1398504,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"71","F176",1,76,445.2,"Katian",458.4,445.2,"Sinocybele","Sinocybele",1,"Arthropoda","Trilobita","Phacopida","Encrinuridae",37.71,80.9,1398557,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"72","F176",1,76,445.2,"Katian",458.4,445.2,"Sinocybele","Sinocybele",1,"Arthropoda","Trilobita","Phacopida","Encrinuridae",37.71,80.9,1398539,192795,65444,80.9,37.71,80.8769415180706,38.4193746529344
"73","F176",1,76,445.2,"Katian",453,445.2,"Taklamakania","Taklamakania",1,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",37.56,80.68,1398510,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"74","F176",1,76,445.2,"Katian",467.3,445.2,"Telephina","Telephina",1,"Arthropoda","Trilobita","Proetida","Telephinidae",37.56,80.68,1398502,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"75","F176",1,76,445.2,"Katian",467.3,445.2,"Telephina","Telephina",1,"Arthropoda","Trilobita","Proetida","Telephinidae",37.71,80.9,1398548,192796,65444,80.9,37.71,80.8769415180706,38.4193746529344
"76","F176",1,76,445.2,"Katian",445.2,445.2,"Xuanenia","Xuanenia",1,"Arthropoda","Trilobita","Phacopida","Calymenidae",37.56,80.68,1398517,192794,65444,80.68,37.56,80.8769415180706,38.4193746529344
"77","F177",2,21,445.2,"Katian",477.7,438.5,"Ampyx","Ampyx",0,"Arthropoda","Trilobita","Trinucleida","Raphiophoridae",36.98,92.89,240684,8538,523,92.89,36.98,90,38.7392722920274
"78","F177",2,21,445.2,"Katian",453,425.6,"Catenipora","Catenipora",0,"Cnidaria","Anthozoa","Heliolitida","Halysitidae",36.98,92.89,240685,8538,523,92.89,36.98,90,38.7392722920274
"79","F177",2,21,445.2,"Katian",445.2,440.8,"Cyathophylloides","Cyathophylloides",0,"Cnidaria","Anthozoa","Stauriida","Stauriidae",36.89,91.38,240675,8537,523,91.38,36.89,90,38.7392722920274
"80","F177",2,21,445.2,"Katian",453,433.4,"Eospirigerina","Eospirigerina",0,"Brachiopoda","Rhynchonellata","Atrypida","Atrypinidae",36.98,92.89,240689,8538,523,92.89,36.98,90,38.7392722920274
"81","F177",2,21,445.2,"Katian",467.3,443.8,"Helicotoma","Helicotoma",0,"Mollusca","Gastropoda","Euomphalina","Helicotomidae",36.98,92.89,240692,8538,523,92.89,36.98,90,38.7392722920274
"82","F177",2,21,445.2,"Katian",445.2,440.8,"Idiospira","Idiospira",0,"Brachiopoda","Rhynchonellata","Atrypida","Septatrypidae",36.98,92.89,240693,8538,523,92.89,36.98,90,38.7392722920274
"83","F177",2,21,445.2,"Katian",458.4,443.8,"Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",36.98,92.89,240694,8538,523,92.89,36.98,90,38.7392722920274
"84","F177",2,21,445.2,"Katian",477.7,430.5,"Lophospira","Lophospira",0,"Mollusca","Gastropoda","Murchisoniina","Lophospiridae",36.98,92.89,240695,8538,523,92.89,36.98,90,38.7392722920274
"85","F177",2,21,445.2,"Katian",477.7,443.8,"Maclurites","Maclurites",0,"Mollusca","Gastropoda","Euomphalina","Macluritidae",36.98,92.89,240696,8538,523,92.89,36.98,90,38.7392722920274
"86","F177",2,21,445.2,"Katian",453,307,"Ortonella","Ortonella",0,"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae",37.51,92.35,1600181,226110,81860,92.35,37.51,90,38.7392722920274
"87","F177",2,21,445.2,"Katian",453,307,"Ortonella","Ortonella",0,"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae",37.43,94.43,1600013,226107,81860,94.43,37.43,90,38.7392722920274
"88","F177",2,21,445.2,"Katian",453,307,"Ortonella","Ortonella",0,"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae",37.51,92.35,1600016,211601,81860,92.35,37.51,90,38.7392722920274
"89","F177",2,21,445.2,"Katian",453,307,"Ortonella","Ortonella",0,"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae",37.43,94.43,1600010,226108,81860,94.43,37.43,90,38.7392722920274
"90","F177",2,21,445.2,"Katian",470,433.4,"Pararaphistoma","Pararaphistoma",0,"Mollusca","Gastropoda","Euomphalina","Lesueurillidae",36.98,92.89,240698,8538,523,92.89,36.98,90,38.7392722920274
"91","F177",2,21,445.2,"Katian",453,445.2,"Plasmoporella","Plasmoporella",1,"Cnidaria","Anthozoa","Heliolitida","Plasmoporellidae",36.98,92.89,240699,8538,523,92.89,36.98,90,38.7392722920274
"92","F177",2,21,445.2,"Katian",453,407.6,"Plectatrypa","Plectatrypa",0,"Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",36.98,92.89,240700,8538,523,92.89,36.98,90,38.7392722920274
"93","F177",2,21,445.2,"Katian",453,387.7,"Propora","Propora",0,"Cnidaria","Anthozoa","Heliolitida","Proporidae",36.89,91.38,240679,8537,523,91.38,36.89,90,38.7392722920274
"94","F177",2,21,445.2,"Katian",445.2,283.5,"Syringopora","Syringopora",0,"Cnidaria","Anthozoa","Auloporida","Syringoporidae",36.98,92.89,240701,8538,523,92.89,36.98,90,38.7392722920274
"95","F177",2,21,445.2,"Katian",445.2,445.2,"Taeniolites","Taeniolites",1,"Cnidaria","Anthozoa","Heliolitida","Taeniolitidae",36.89,91.38,240681,8537,523,91.38,36.89,90,38.7392722920274
"96","F177",2,21,445.2,"Katian",477.7,251.902,"Tropidodiscus","Tropidodiscus",0,"Mollusca","Gastropoda","Bellerophontida","Tropidodiscidae",36.98,92.89,240702,8538,523,92.89,36.98,90,38.7392722920274
"97","F177",2,21,445.2,"Katian",445.2,445.2,"Wormsipora","Wormsipora",1,"Cnidaria","Anthozoa","Heliolitida","Taeniolitidae",36.98,92.89,240703,8538,523,92.89,36.98,90,38.7392722920274
"98","F178",3,35,445.2,"Katian",445.2,445.2,"Acdalopora","Acdalopora",1,"Cnidaria","Anthozoa","Heliolitida","Plasmoporellidae",34.79,99.74,446155,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
"99","F178",3,35,445.2,"Katian",445.2,445.2,"Agetolitella","Agetolitella",1,"Cnidaria","Anthozoa","Favositida","Agetolitidae",34.79,99.74,446154,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
"100","F178",3,35,445.2,"Katian",453,445.2,"Agetolites","Agetolites",1,"Cnidaria","Anthozoa","Favositida","Agetolitidae",36.25,94.67,1401878,193289,65677,94.67,36.25,99.1230584819294,38.4193746529344
"101","F178",3,35,445.2,"Katian",453,445.2,"Agetolites","Agetolites",1,"Cnidaria","Anthozoa","Favositida","Agetolitidae",36.25,94.67,1401966,193314,65677,94.67,36.25,99.1230584819294,38.4193746529344
"102","F178",3,35,445.2,"Katian",477.7,445.2,"Birmanites","Birmanites",1,"Arthropoda","Trilobita","Asaphida","Asaphidae",34.41,99.12,240895,8558,526,99.12,34.41,99.1230584819294,38.4193746529344
"103","F178",3,35,445.2,"Katian",453,425.6,"Catenipora","Catenipora",0,"Cnidaria","Anthozoa","Heliolitida","Halysitidae",36.25,94.67,1401987,193316,65677,94.67,36.25,99.1230584819294,38.4193746529344
"104","F178",3,35,445.2,"Katian",453,425.6,"Catenipora","Catenipora",0,"Cnidaria","Anthozoa","Heliolitida","Halysitidae",36.25,94.67,1401819,193282,65677,94.67,36.25,99.1230584819294,38.4193746529344
"105","F178",3,35,445.2,"Katian",453,425.6,"Catenipora","Catenipora",0,"Cnidaria","Anthozoa","Heliolitida","Halysitidae",36.25,94.67,1401829,193283,65677,94.67,36.25,99.1230584819294,38.4193746529344
"106","F178",3,35,445.2,"Katian",453,425.6,"Catenipora","Catenipora",0,"Cnidaria","Anthozoa","Heliolitida","Halysitidae",34.79,99.74,446150,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
"107","F178",3,35,445.2,"Katian",453,425.6,"Catenipora","Catenipora",0,"Cnidaria","Anthozoa","Heliolitida","Halysitidae",36.25,94.67,1401880,193289,65677,94.67,36.25,99.1230584819294,38.4193746529344
"108","F178",3,35,445.2,"Katian",477.7,445.2,"Cyclopyge","Cyclopyge",1,"Arthropoda","Trilobita","Asaphida","Cyclopygidae",34.41,99.12,240897,8558,526,99.12,34.41,99.1230584819294,38.4193746529344
"109","F178",3,35,445.2,"Katian",453,445.2,"Cyrtophyllum","Cyrtophyllum",1,"Cnidaria","Anthozoa","Heliolitida","Cyrtophyllidae",34.79,99.74,446157,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
"110","F178",3,35,445.2,"Katian",445.2,445.2,"Eofletcheriella","Eofletcheriella",1,"Cnidaria","Anthozoa","Auloporida","Fletcheriellidae",36.25,94.67,1401823,193282,65677,94.67,36.25,99.1230584819294,38.4193746529344
"111","F178",3,35,445.2,"Katian",445.2,445.2,"Favistina","Favistina",1,"Cnidaria","Anthozoa","Stauriida","Stauriidae",34.79,99.74,446151,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
"112","F178",3,35,445.2,"Katian",453,358.9,"Heliolites","Heliolites",0,"Cnidaria","Anthozoa","Heliolitida","Heliolitidae",34.79,99.74,446153,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
"113","F178",3,35,445.2,"Katian",458.4,443.8,"Leptellina","Leptellina",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",35.41,99.09,241056,8570,526,99.09,35.41,99.1230584819294,38.4193746529344
"114","F178",3,35,445.2,"Katian",458.4,438.5,"Leptelloidea","Leptelloidea",0,"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae",35.41,99.09,241057,8570,526,99.09,35.41,99.1230584819294,38.4193746529344
"115","F178",3,35,445.2,"Katian",445.2,410.8,"Mesofavosites","Mesofavosites",0,"Cnidaria","Anthozoa","Favositida","Favositidae",36.25,94.67,1401822,193282,65677,94.67,36.25,99.1230584819294,38.4193746529344
"116","F178",3,35,445.2,"Katian",445.2,227,"Paleofavosites","Paleofavosites",0,"Cnidaria","Anthozoa","Favositida","Favositidae",36.25,94.67,1401859,193285,65677,94.67,36.25,99.1230584819294,38.4193746529344
"117","F178",3,35,445.2,"Katian",445.2,227,"Paleofavosites","Paleofavosites",0,"Cnidaria","Anthozoa","Favositida","Favositidae",34.79,99.74,446158,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
"118","F178",3,35,445.2,"Katian",453,445.2,"Plasmoporella","Plasmoporella",1,"Cnidaria","Anthozoa","Heliolitida","Plasmoporellidae",36.25,94.67,1401825,193282,65677,94.67,36.25,99.1230584819294,38.4193746529344
"119","F178",3,35,445.2,"Katian",453,445.2,"Plasmoporella","Plasmoporella",1,"Cnidaria","Anthozoa","Heliolitida","Plasmoporellidae",34.79,99.74,446152,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
"120","F178",3,35,445.2,"Katian",467.3,427.4,"Platystrophia","Platystrophia",0,"Brachiopoda","Rhynchonellata","Orthida","Platystrophiidae",35.41,99.09,241058,8570,526,99.09,35.41,99.1230584819294,38.4193746529344
"121","F178",3,35,445.2,"Katian",453,407.6,"Plectatrypa","Plectatrypa",0,"Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",35.41,99.09,241059,8570,526,99.09,35.41,99.1230584819294,38.4193746529344
"122","F178",3,35,445.2,"Katian",470,445.2,"Pliomera","Pliomera",1,"Arthropoda","Trilobita","Phacopida","Pliomeridae",35.41,99.09,241060,8570,526,99.09,35.41,99.1230584819294,38.4193746529344
"123","F178",3,35,445.2,"Katian",477.7,445.2,"Remopleurides","Remopleurides",1,"Arthropoda","Trilobita","Asaphida","Remopleurididae",34.79,99.74,446147,8678,526,99.74,34.79,99.1230584819294,38.4193746529344
