"","cell","cell_id","occs","interval.ma","early_interval","fad","lad","accepted_name","genus","ex","phylum","class","order","family","paleolat","paleolng","formation","member","occurrence_no","collection_no","collection_name","reference_no","long.x","lat.x","long","lat"
"1","F15",1,29,"251.902","Changhsingian","393.3","100.5","Aviculopecten","Aviculopecten",0,"Mollusca","Bivalvia","Pectinida","Aviculopectinidae",78.05,81.72,"Dulgalakh","","967039","114218","Tompo River, Deleniy river basin, western Verkhoyan","27341",81.72,78.05,90,78.4761278348428
"2","F15",1,29,"251.902","Changhsingian","477.7","251.2","Bellerophon","Bellerophon",0,"Mollusca","Gastropoda","Bellerophontida","Bellerophontidae",79.81,86.82,"Nekuchan","","1486086","206758","Levyi Suol P-T boundary section (3-4m)","71081",86.82,79.81,90,78.4761278348428
"3","F15",1,29,"251.902","Changhsingian","477.7","251.2","Bellerophon","Bellerophon",0,"Mollusca","Gastropoda","Bellerophontida","Bellerophontidae",79.81,86.82,"Nekuchan","","1486071","206756","Levyi Suol P-T boundary section (1-2m)","71081",86.82,79.81,90,78.4761278348428
"4","F15",1,29,"251.902","Changhsingian","251.902","139.8","Dacromya","Dacromya",0,"Mollusca","Bivalvia","Nuculanida","Nuculanidae",79.81,86.82,"Nekuchan","","1486082","206758","Levyi Suol P-T boundary section (3-4m)","71081",86.82,79.81,90,78.4761278348428
"5","F15",1,29,"251.902","Changhsingian","251.902","139.8","Dacromya","Dacromya",0,"Mollusca","Bivalvia","Nuculanida","Nuculanidae",79.81,86.82,"Nekuchan","","1486072","206757","Levyi Suol P-T boundary section (2-3m)","71081",86.82,79.81,90,78.4761278348428
"6","F15",1,29,"251.902","Changhsingian","330.9","251.902","Deltopecten","Deltopecten",1,"Mollusca","Bivalvia","Pectinida","Deltopectinidae",79.66,90.42,"Imtachan","","761583","81383","Akbar Creek, Dyby River Basin, Southern Verkhoyan","27341",90.42,79.66,90,78.4761278348428
"7","F15",1,29,"251.902","Changhsingian","330.9","251.902","Deltopecten","Deltopecten",1,"Mollusca","Bivalvia","Pectinida","Deltopectinidae",80.57,85.31,"Imtachan","","967555","114236","Kobyume River, upper Imtachan Svita, Southern Verkhoyan","27341",85.31,80.57,90,78.4761278348428
"8","F15",1,29,"251.902","Changhsingian","290.1","251.902","Intomodesma","Intomodesma",1,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",80.57,85.31,"Privolninskaya","","1571298","221956","Sample 3i/16(19)-33(818), Kobyume River","77914",85.31,80.57,90,78.4761278348428
"9","F15",1,29,"251.902","Changhsingian","290.1","251.902","Intomodesma","Intomodesma",1,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",79.66,90.42,"Imtachan","","877174","97377","Dyby River Basin, Upper Imtachan, Southern Verkhoyan","27341",90.42,79.66,90,78.4761278348428
"10","F15",1,29,"251.902","Changhsingian","290.1","251.902","Intomodesma","Intomodesma",1,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",79.81,86.82,"Imtachan","","1486063","206754","Levyi Suol P-T boundary section (""-20m"")","71081",86.82,79.81,90,78.4761278348428
"11","F15",1,29,"251.902","Changhsingian","290.1","251.902","Intomodesma","Intomodesma",1,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",75.81,77.63,"Dulgalakh","","906396","101870","Otto-Sala River, upper reaches of Kentegeley River, Western Verkhoyan","27344",77.63,75.81,90,78.4761278348428
"12","F15",1,29,"251.902","Changhsingian","290.1","251.902","Intomodesma","Intomodesma",1,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",75.95,80.53,"Dulgalakh","","966748","114123","Tumara River, eastern slope of Verkhoyan mountains","27341",80.53,75.95,90,78.4761278348428
"13","F15",1,29,"251.902","Changhsingian","283.5","247.2","Maitaia","Maitaia",0,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",79.81,86.82,"Nekuchan","","1486074","206757","Levyi Suol P-T boundary section (2-3m)","71081",86.82,79.81,90,78.4761278348428
"14","F15",1,29,"251.902","Changhsingian","283.5","247.2","Maitaia","Maitaia",0,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",79.81,86.82,"Imtachan","","1486062","206754","Levyi Suol P-T boundary section (""-20m"")","71081",86.82,79.81,90,78.4761278348428
"15","F15",1,29,"251.902","Changhsingian","72.1","100.5","Malletia","Malletia",0,"Mollusca","Bivalvia","Nuculanida","Malletiidae",79.81,86.82,"Nekuchan","","1486073","206757","Levyi Suol P-T boundary section (2-3m)","71081",86.82,79.81,90,78.4761278348428
"16","F15",1,29,"251.902","Changhsingian","72.1","100.5","Malletia","Malletia",0,"Mollusca","Bivalvia","Nuculanida","Malletiidae",79.81,86.82,"Nekuchan","","1486084","206758","Levyi Suol P-T boundary section (3-4m)","71081",86.82,79.81,90,78.4761278348428
"17","F15",1,29,"251.902","Changhsingian","358.9","208.5","Palaeolima","Palaeolima",0,"Mollusca","Bivalvia","Pectinida","Limidae",79.66,90.42,"Imtachan","","967812","114449","Kir Creek, Dyby River Basin, Southern Verkhoyan","27341",90.42,79.66,90,78.4761278348428
"18","F15",1,29,"251.902","Changhsingian","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.57,85.3,"Nekuchan","","1571301","221957","Sample 19R3-34-1p, Kobyume River","77914",85.3,80.57,90,78.4761278348428
"19","F15",1,29,"251.902","Changhsingian","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",79.81,86.82,"Nekuchan","","1486066","206755","Levyi Suol P-T boundary section (0-1m)","71081",86.82,79.81,90,78.4761278348428
"20","F15",1,29,"251.902","Changhsingian","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",79.81,86.82,"Nekuchan","","1486081","206758","Levyi Suol P-T boundary section (3-4m)","71081",86.82,79.81,90,78.4761278348428
"21","F15",1,29,"251.902","Changhsingian","298.9","251.902","Praeundulomya","Praeundulomya",1,"Mollusca","Bivalvia","No","Sanguinolitidae",79.66,90.42,"Imtachan","","877173","97377","Dyby River Basin, Upper Imtachan, Southern Verkhoyan","27341",90.42,79.66,90,78.4761278348428
"22","F15",1,29,"251.902","Changhsingian","273.01","247.2","Promyalina","Promyalina",0,"Mollusca","Bivalvia","Myalinida","Myalinidae",79.81,86.82,"Nekuchan","","1486083","206758","Levyi Suol P-T boundary section (3-4m)","71081",86.82,79.81,90,78.4761278348428
"23","F15",1,29,"251.902","Changhsingian","273.01","247.2","Promyalina","Promyalina",0,"Mollusca","Bivalvia","Myalinida","Myalinidae",79.81,86.82,"Nekuchan","","1486075","206757","Levyi Suol P-T boundary section (2-3m)","71081",86.82,79.81,90,78.4761278348428
"24","F15",1,29,"251.902","Changhsingian","273.01","251.902","Pseudomonotis","Pseudomonotis (Pseudomonotis)",1,"Mollusca","Bivalvia","Pectinida","Pseudomonotidae",79.66,90.42,"Imtachan","","967811","114448","Moltan Creek, Dyby River Basin, Southern Verkhoyan","27341",90.42,79.66,90,78.4761278348428
"25","F15",1,29,"251.902","Changhsingian","89.8","0.0117","Pteria","Pteria",0,"Mollusca","Bivalvia","Ostreida","Pteriidae",79.81,86.82,"Nekuchan","","1486065","206755","Levyi Suol P-T boundary section (0-1m)","71081",86.82,79.81,90,78.4761278348428
"26","F15",1,29,"251.902","Changhsingian","251.902","242","Sarepta","Sarepta",0,"Mollusca","Bivalvia","Nuculanida","Sareptidae",79.81,86.82,"Nekuchan","","1486076","206757","Levyi Suol P-T boundary section (2-3m)","71081",86.82,79.81,90,78.4761278348428
"27","F15",1,29,"251.902","Changhsingian","264.28","149.2","Unionites","Unionites",0,"Mollusca","Bivalvia","Cardiida","Anthracosiidae",80.57,85.31,"Privolninskaya","","1571296","221955","Sample 3i/16-33(803), Kobyume River","77914",85.31,80.57,90,78.4761278348428
"28","F15",1,29,"251.902","Changhsingian","264.28","149.2","Unionites","Unionites",0,"Mollusca","Bivalvia","Cardiida","Anthracosiidae",79.81,86.82,"Nekuchan","","1486085","206758","Levyi Suol P-T boundary section (3-4m)","71081",86.82,79.81,90,78.4761278348428
"29","F15",1,29,"251.902","Changhsingian","254.14","251.902","Voluceropecten","Voluceropecten",1,"Mollusca","Bivalvia","Pectinida","Voluceropectinidae",80.57,85.31,"Imtachan","","967138","114236","Kobyume River, upper Imtachan Svita, Southern Verkhoyan","88278",85.31,80.57,90,78.4761278348428
"30","F15",1,29,"251.2","Induan","264.28","154.8","Claraia","Claraia",0,"Mollusca","Bivalvia","Pectinida","Claraiidae",76.9,74.52,"","","932603","107041","Kunkuy Creek, Echiy River Basin","33466",74.52,76.9,90,78.4761278348428
"31","F15",1,29,"251.2","Induan","264.28","154.8","Claraia","Claraia",0,"Mollusca","Bivalvia","Pectinida","Claraiidae",78.63,83.4,"","","932581","107023","Deliniya River, Dienerian, Tompo Basin","33466",83.4,78.63,90,78.4761278348428
"32","F15",1,29,"251.2","Induan","264.28","154.8","Claraia","Claraia",0,"Mollusca","Bivalvia","Pectinida","Claraiidae",80.31,89.35,"","","1370927","187151","Setorym Creek, sample 351-42,43,44","62777",89.35,80.31,90,78.4761278348428
"33","F15",1,29,"251.2","Induan","264.28","154.8","Claraia","Claraia",0,"Mollusca","Bivalvia","Pectinida","Claraiidae",80.35,89.07,"Nekuchan","","1486106","206764","Levyi Suol P-T boundary section (11-12m)","71081",89.07,80.35,90,78.4761278348428
"34","F15",1,29,"251.2","Induan","264.28","154.8","Claraia","Claraia",0,"Mollusca","Bivalvia","Pectinida","Claraiidae",80.35,89.07,"Nekuchan","","1486101","206763","Levyi Suol P-T boundary section (10-11m)","71081",89.07,80.35,90,78.4761278348428
"35","F15",1,29,"251.2","Induan","251.902","139.8","Dacromya","Dacromya",0,"Mollusca","Bivalvia","Nuculanida","Nuculanidae",80.35,89.07,"Nekuchan","","1486097","206762","Levyi Suol P-T boundary section (9-10m)","71081",89.07,80.35,90,78.4761278348428
"36","F15",1,29,"251.2","Induan","273.01","145","Kolymia","Kolymia",0,"Mollusca","Bivalvia","Myalinida","Kolymiidae",79.31,86.72,"","","966774","114138","Tirekhtyakh River, western Verkhoyan","27341",86.72,79.31,90,78.4761278348428
"37","F15",1,29,"251.2","Induan","283.5","247.2","Maitaia","Maitaia",0,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",79.35,83.48,"","","898493","99889","Allakha-Sokh Creek, Tompo River Basin","33466",83.48,79.35,90,78.4761278348428
"38","F15",1,29,"251.2","Induan","283.5","247.2","Maitaia","Maitaia",0,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",81.12,87.68,"Nekuchan","","1571308","221961","Sample 19R3-35-19p, Kobyume River","77914",87.68,81.12,90,78.4761278348428
"39","F15",1,29,"251.2","Induan","283.5","247.2","Maitaia","Maitaia",0,"Mollusca","Bivalvia","Myalinida","Atomodesmatidae",79.46,82.94,"","","932610","107045","Lekeer Creek, Dienerian, Tompo River Basin","27356",82.94,79.46,90,78.4761278348428
"40","F15",1,29,"251.2","Induan","66","145","Nuculopsis","Nuculopsis",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.39,89.06,"","","932910","107123","Setorym Creek, nielseni zone, Vostochnaya Khandyga River Basin","33466",89.06,80.39,90,78.4761278348428
"41","F15",1,29,"251.2","Induan","66","145","Nuculopsis","Nuculopsis",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",81.12,87.68,"Nekuchan","","1571306","221960","Sample 19R3-35-16p, Kobyume River","77914",87.68,81.12,90,78.4761278348428
"42","F15",1,29,"251.2","Induan","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.35,89.07,"Nekuchan","","1486096","206762","Levyi Suol P-T boundary section (9-10m)","71081",89.07,80.35,90,78.4761278348428
"43","F15",1,29,"251.2","Induan","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.35,89.07,"Nekuchan","","1486092","206761","Levyi Suol P-T boundary section (8-9m)","71081",89.07,80.35,90,78.4761278348428
"44","F15",1,29,"251.2","Induan","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.35,89.07,"Nekuchan","","1486107","206765","Levyi Suol P-T boundary section (12-13m)","71081",89.07,80.35,90,78.4761278348428
"45","F15",1,29,"251.2","Induan","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.39,89.06,"","","932909","107122","Setorym Creek, Griesbachian, Vostochnaya Khandyga River Basin","33466",89.06,80.39,90,78.4761278348428
"46","F15",1,29,"251.2","Induan","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.35,89.07,"Nekuchan","","1486088","206759","Levyi Suol P-T boundary section (6-7m)","71081",89.07,80.35,90,78.4761278348428
"47","F15",1,29,"251.2","Induan","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.35,89.07,"Nekuchan","","1486105","206764","Levyi Suol P-T boundary section (11-12m)","71081",89.07,80.35,90,78.4761278348428
"48","F15",1,29,"251.2","Induan","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",81.12,87.68,"Nekuchan","","1571305","221960","Sample 19R3-35-16p, Kobyume River","77914",87.68,81.12,90,78.4761278348428
"49","F15",1,29,"251.2","Induan","315.2","113","Palaeonucula","Palaeonucula",0,"Mollusca","Bivalvia","Nuculida","Nuculidae",80.35,89.07,"Nekuchan","","1486100","206763","Levyi Suol P-T boundary section (10-11m)","71081",89.07,80.35,90,78.4761278348428
"50","F15",1,29,"251.2","Induan","330.9","201.4","Permophorus","Permophorus",0,"Mollusca","Bivalvia","Cardiida","Kalenteridae",76.9,74.52,"","","875436","97046","Echiy River, Dienerian, Dulgalakh Basin, Yana River","33136",74.52,76.9,90,78.4761278348428
"51","F15",1,29,"251.2","Induan","273.01","247.2","Promyalina","Promyalina",0,"Mollusca","Bivalvia","Myalinida","Myalinidae",79.46,82.94,"","","932586","107027","Dodayo Creek, Dienerian, Tompo Basin","33466",82.94,79.46,90,78.4761278348428
"52","F15",1,29,"251.2","Induan","273.01","247.2","Promyalina","Promyalina",0,"Mollusca","Bivalvia","Myalinida","Myalinidae",80.39,89.06,"","","1083439","136053","Setorym Creek, Induan, Vostochnaya Khandyga River Basin","43132",89.06,80.39,90,78.4761278348428
"53","F15",1,29,"251.2","Induan","273.01","247.2","Promyalina","Promyalina",0,"Mollusca","Bivalvia","Myalinida","Myalinidae",79.46,82.94,"","","932585","107026","Dodayo Creek, compressus zone, Tompo Basin","33466",82.94,79.46,90,78.4761278348428
"54","F15",1,29,"251.2","Induan","273.01","247.2","Promyalina","Promyalina",0,"Mollusca","Bivalvia","Myalinida","Myalinidae",80.35,89.07,"Nekuchan","","1486098","206762","Levyi Suol P-T boundary section (9-10m)","71081",89.07,80.35,90,78.4761278348428
"55","F15",1,29,"251.2","Induan","273.01","247.2","Promyalina","Promyalina",0,"Mollusca","Bivalvia","Myalinida","Myalinidae",79.46,82.94,"","","1083437","136052","Lekeer Creek, Induan, Tompo River Basin","43132",82.94,79.46,90,78.4761278348428
"56","F15",1,29,"251.2","Induan","264.28","149.2","Unionites","Unionites",0,"Mollusca","Bivalvia","Cardiida","Anthracosiidae",80.31,89.35,"Nekuchan","","1370962","187167","Setorym Creek, sample 351-5, 5a, 6","62777",89.35,80.31,90,78.4761278348428
"57","F15",1,29,"251.2","Induan","264.28","149.2","Unionites","Unionites",0,"Mollusca","Bivalvia","Cardiida","Anthracosiidae",80.31,89.35,"Nekuchan","","1370945","187161","Setorym Creek, sample 352-41-49","62777",89.35,80.31,90,78.4761278348428
"58","F15",1,29,"251.2","Induan","264.28","149.2","Unionites","Unionites",0,"Mollusca","Bivalvia","Cardiida","Anthracosiidae",79.46,82.94,"","","932611","107045","Lekeer Creek, Dienerian, Tompo River Basin","33466",82.94,79.46,90,78.4761278348428
"59","F177",2,67,"251.902","Changhsingian","273.01","251.902","Camarophorinella","Camarophorinella",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Psilocamaridae",37.25,88.26,"Takhtabulak","","943794","109477","Shor-Bulak, Upper Takhtabulak Fm, Tabulate Bioherm","27409",88.26,37.25,90,38.7392722920274
"60","F177",2,67,"251.902","Changhsingian","273.01","251.902","Camarophorinella","Camarophorinella",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Psilocamaridae",37.07,88.59,"Takhtabulak","","943722","109466","Kur-Istik 1, Upper Takhtabulak Fm","27409",88.59,37.07,90,38.7392722920274
"61","F177",2,67,"251.902","Changhsingian","273.01","251.902","Camarophorinella","Camarophorinella",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Psilocamaridae",37.31,88,"Takhtabulak","","943756","109471","Kutali 2, Upper Takhtabulak Fm","27409",88,37.31,90,38.7392722920274
"62","F177",2,67,"251.902","Changhsingian","251.902","251.902","Enteletella","Enteletella",1,"Brachiopoda","Rhynchonellata","Orthida","Enteletidae",37.07,88.59,"Takhtabulak","","943727","109466","Kur-Istik 1, Upper Takhtabulak Fm","27409",88.59,37.07,90,38.7392722920274
"63","F177",2,67,"251.902","Changhsingian","251.902","251.902","Enteletella","Enteletella",1,"Brachiopoda","Rhynchonellata","Orthida","Enteletidae",37.11,88.09,"Takhtabulak","","943740","109469","Kurteke 2, Upper Takhtabulak Fm","27409",88.09,37.11,90,38.7392722920274
"64","F177",2,67,"251.902","Changhsingian","315.2","251.902","Enteletes","Enteletes",1,"Brachiopoda","Rhynchonellata","Orthida","Enteletidae",37.07,88.59,"Takhtabulak","","943710","109466","Kur-Istik 1, Upper Takhtabulak Fm","27409",88.59,37.07,90,38.7392722920274
"65","F177",2,67,"251.902","Changhsingian","315.2","251.902","Enteletes","Enteletes",1,"Brachiopoda","Rhynchonellata","Orthida","Enteletidae",37.31,88,"Takhtabulak","","943748","109471","Kutali 2, Upper Takhtabulak Fm","27409",88,37.31,90,38.7392722920274
"66","F177",2,67,"251.902","Changhsingian","315.2","251.902","Enteletes","Enteletes",1,"Brachiopoda","Rhynchonellata","Orthida","Enteletidae",37.28,88.1,"Takhtabulak","","943775","109475","Muzdu-Bulak, Upper Takhtabulak Fm, Tabulate Bioherm","27409",88.1,37.28,90,38.7392722920274
"67","F177",2,67,"251.902","Changhsingian","315.2","251.902","Enteletes","Enteletes",1,"Brachiopoda","Rhynchonellata","Orthida","Enteletidae",37.25,88.26,"Takhtabulak","","943782","109477","Shor-Bulak, Upper Takhtabulak Fm, Tabulate Bioherm","27409",88.26,37.25,90,38.7392722920274
"68","F177",2,67,"251.902","Changhsingian","293.52","251.902","Gefonia","Gefonia",1,"Brachiopoda","Rhynchonellata","Terebratulida","Notothyrididae",37.07,88.59,"Takhtabulak","","984594","109465","Kur-Istik 1, Lower Takhtabulak Fm","27328",88.59,37.07,90,38.7392722920274
"69","F177",2,67,"251.902","Changhsingian","290.1","251.902","Gerassimovia","Gerassimovia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Allorhynchidae",37.31,88,"Takhtabulak","","943755","109471","Kutali 2, Upper Takhtabulak Fm","27409",88,37.31,90,38.7392722920274
"70","F177",2,67,"251.902","Changhsingian","290.1","251.902","Gerassimovia","Gerassimovia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Allorhynchidae",37.25,88.26,"Takhtabulak","","943793","109477","Shor-Bulak, Upper Takhtabulak Fm, Tabulate Bioherm","27409",88.26,37.25,90,38.7392722920274
"71","F177",2,67,"251.902","Changhsingian","290.1","251.902","Gerassimovia","Gerassimovia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Allorhynchidae",37.07,88.59,"Takhtabulak","","943720","109466","Kur-Istik 1, Upper Takhtabulak Fm","27409",88.59,37.07,90,38.7392722920274
"72","F177",2,67,"251.902","Changhsingian","290.1","251.902","Gerassimovia","Gerassimovia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Allorhynchidae",37.28,88.1,"Takhtabulak","","943772","109474","Muzdu-Bulak, Upper Takhtabulak Fm, Algal Bioherm","27409",88.1,37.28,90,38.7392722920274
"73","F177",2,67,"251.902","Changhsingian","293.52","251.902","Glyptorhynchia","Glyptorhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",37.07,88.59,"Takhtabulak","","943718","109466","Kur-Istik 1, Upper Takhtabulak Fm","32491",88.59,37.07,90,38.7392722920274
"74","F177",2,67,"251.902","Changhsingian","293.52","251.902","Glyptorhynchia","Glyptorhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",37.31,88,"Takhtabulak","","943753","109471","Kutali 2, Upper Takhtabulak Fm","32491",88,37.31,90,38.7392722920274
"75","F177",2,67,"251.902","Changhsingian","293.52","251.902","Glyptorhynchia","Glyptorhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",37.25,88.26,"Takhtabulak","","943791","109477","Shor-Bulak, Upper Takhtabulak Fm, Tabulate Bioherm","32491",88.26,37.25,90,38.7392722920274
"76","F177",2,67,"251.902","Changhsingian","293.52","251.902","Glyptorhynchia","Glyptorhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",37.31,88,"Takhtabulak","","943743","109470","Kutali 1, Upper Takhtabulak Fm","32491",88,37.31,90,38.7392722920274
"77","F177",2,67,"251.902","Changhsingian","293.52","251.902","Glyptorhynchia","Glyptorhynchia",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Wellerellidae",37.28,88.1,"Takhtabulak","","943770","109474","Muzdu-Bulak, Upper Takhtabulak Fm, Algal Bioherm","32491",88.1,37.28,90,38.7392722920274
"78","F177",2,67,"251.902","Changhsingian","293.52","251.902","Heterelasmina","Heterelasmina",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.25,88.26,"Takhtabulak","","943796","109477","Shor-Bulak, Upper Takhtabulak Fm, Tabulate Bioherm","27409",88.26,37.25,90,38.7392722920274
"79","F177",2,67,"251.902","Changhsingian","293.52","251.902","Heterelasmina","Heterelasmina",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.31,88,"Takhtabulak","","943759","109471","Kutali 2, Upper Takhtabulak Fm","27409",88,37.31,90,38.7392722920274
"80","F177",2,67,"251.902","Changhsingian","293.52","251.902","Heterelasmina","Heterelasmina",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.28,88.1,"Takhtabulak","","943774","109474","Muzdu-Bulak, Upper Takhtabulak Fm, Algal Bioherm","27409",88.1,37.28,90,38.7392722920274
"81","F177",2,67,"251.902","Changhsingian","293.52","251.902","Heterelasmina","Heterelasmina",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.07,88.59,"Takhtabulak","","943725","109466","Kur-Istik 1, Upper Takhtabulak Fm","27409",88.59,37.07,90,38.7392722920274
"82","F177",2,67,"251.902","Changhsingian","259.51","251.902","Huayunophyllum","Huayunophyllum",1,"Cnidaria","Anthozoa","Stauriida","Waagenophyllidae",37.07,88.59,"Takhtabulak","","945823","109829","Kur-Istyk River, Fourth Tributary","27407",88.59,37.07,90,38.7392722920274
"83","F177",2,67,"251.902","Changhsingian","259.51","251.902","Huayunophyllum","Huayunophyllum",1,"Cnidaria","Anthozoa","Stauriida","Waagenophyllidae",36.91,88.59,"Takhtabulak","","945818","109827","Karabeles, Takhtabulak Formation, Pamir Mountains","27407",88.59,36.91,90,38.7392722920274
"84","F177",2,67,"251.902","Changhsingian","259.51","251.902","Huayunophyllum","Huayunophyllum",1,"Cnidaria","Anthozoa","Stauriida","Waagenophyllidae",37.25,88.26,"Takhtabulak","","945852","74977","Shor-Bulak, Upper Takhtabulak Unspecified","25297",88.26,37.25,90,38.7392722920274
"85","F177",2,67,"251.902","Changhsingian","259.51","251.902","Huayunophyllum","Huayunophyllum",1,"Cnidaria","Anthozoa","Stauriida","Waagenophyllidae",37.18,88.38,"Takhtabulak","","761587","81385","Ak-Bura, right bank 6 km from mouth, Pamir Mountains","25297",88.38,37.18,90,38.7392722920274
"86","F177",2,67,"251.902","Changhsingian","266.9","251.902","Hybostenoscisma","Hybostenoscisma",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Psilocamaridae",37.07,88.59,"Takhtabulak","","943709","109465","Kur-Istik 1, Lower Takhtabulak Fm","27409",88.59,37.07,90,38.7392722920274
"87","F177",2,67,"251.902","Changhsingian","266.9","251.902","Hybostenoscisma","Hybostenoscisma",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Psilocamaridae",37.31,88,"Takhtabulak","","943762","109471","Kutali 2, Upper Takhtabulak Fm","27409",88,37.31,90,38.7392722920274
"88","F177",2,67,"251.902","Changhsingian","266.9","251.902","Hybostenoscisma","Hybostenoscisma",1,"Brachiopoda","Rhynchonellata","Rhynchonellida","Psilocamaridae",37.25,88.26,"Takhtabulak","","943781","109476","Shor-Bulak, Upper Takhtabulak Fm, Algal Bioherm","27409",88.26,37.25,90,38.7392722920274
"89","F177",2,67,"251.902","Changhsingian","393.3","251.2","Martinia","Martinia",0,"Brachiopoda","Rhynchonellata","Spiriferida","Martiniidae",36.86,88.93,"Takhtabulak","","873164","96811","Djilga-Kochusu, Lower Takhtabulak Fm","27409",88.93,36.86,90,38.7392722920274
"90","F177",2,67,"251.902","Changhsingian","393.3","251.2","Martinia","Martinia",0,"Brachiopoda","Rhynchonellata","Spiriferida","Martiniidae",37.07,88.59,"Takhtabulak","","943723","109466","Kur-Istik 1, Upper Takhtabulak Fm","27409",88.59,37.07,90,38.7392722920274
"91","F177",2,67,"251.902","Changhsingian","393.3","251.2","Martinia","Martinia",0,"Brachiopoda","Rhynchonellata","Spiriferida","Martiniidae",37.31,88,"Takhtabulak","","943757","109471","Kutali 2, Upper Takhtabulak Fm","27409",88,37.31,90,38.7392722920274
"92","F177",2,67,"251.902","Changhsingian","393.3","251.2","Martinia","Martinia",0,"Brachiopoda","Rhynchonellata","Spiriferida","Martiniidae",37.31,88,"Takhtabulak","","943744","109470","Kutali 1, Upper Takhtabulak Fm","27409",88,37.31,90,38.7392722920274
"93","F177",2,67,"251.902","Changhsingian","264.28","251.902","Mimaria","Mimaria",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.25,88.26,"Takhtabulak","","943795","109477","Shor-Bulak, Upper Takhtabulak Fm, Tabulate Bioherm","27409",88.26,37.25,90,38.7392722920274
"94","F177",2,67,"251.902","Changhsingian","264.28","251.902","Mimaria","Mimaria",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.28,88.1,"Takhtabulak","","943773","109474","Muzdu-Bulak, Upper Takhtabulak Fm, Algal Bioherm","27409",88.1,37.28,90,38.7392722920274
"95","F177",2,67,"251.902","Changhsingian","264.28","251.902","Mimaria","Mimaria",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.18,88.38,"Takhtabulak","","761588","81386","Ak-Bura, Upper Takhtabulak Formation, Pamir Mountains","27409",88.38,37.18,90,38.7392722920274
"96","F177",2,67,"251.902","Changhsingian","264.28","251.902","Mimaria","Mimaria",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.07,88.59,"Takhtabulak","","943724","109466","Kur-Istik 1, Upper Takhtabulak Fm","27409",88.59,37.07,90,38.7392722920274
"97","F177",2,67,"251.902","Changhsingian","264.28","251.902","Mimaria","Mimaria",1,"Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",37.31,88,"Takhtabulak","","943745","109470","Kutali 1, Upper Takhtabulak Fm","27409",88,37.31,90,38.7392722920274
