"","cell","cell_id","occs","interval.ma","early_interval","fad","lad","accepted_name","genus","ex","phylum","class","order","family","paleolat","paleolng","formation","member","occurrence_no","collection_no","collection_name","reference_no","long.x","lat.x","lat","long"
"1","F103",1,27,"201.4","Rhaetian","237","201.4","Astraeomorpha","Astraeomorpha",1,"Cnidaria","Anthozoa","Scleractinia","Astraeomorphidae",52.98,84.35,"Bortepa","","1097155","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"2","F103",1,27,"201.4","Rhaetian","237","201.4","Astraeomorpha","Astraeomorpha",1,"Cnidaria","Anthozoa","Scleractinia","Astraeomorphidae",53.07,83.96,"Bortepa","","1097135","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"3","F103",1,27,"201.4","Rhaetian","208.5","184.2","Chondrocoenia","Chondrocoenia",0,"Cnidaria","Anthozoa","Scleractinia","Actinastreidae",52.98,84.35,"Bortepa","","1097166","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"4","F103",1,27,"201.4","Rhaetian","208.5","184.2","Chondrocoenia","Chondrocoenia",0,"Cnidaria","Anthozoa","Scleractinia","Actinastreidae",53.07,83.96,"Bortepa","","1097141","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"5","F103",1,27,"201.4","Rhaetian","237","184.2","Coryphyllia","Coryphyllia",0,"Cnidaria","Anthozoa","Scleractinia","Reimaniphylliidae",52.98,84.35,"Bortepa","","1097146","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"6","F103",1,27,"201.4","Rhaetian","237","184.2","Cuifastraea","Cuifastraea",0,"Cnidaria","Anthozoa","Scleractinia","Cuifastraeidae",53.07,83.96,"Bortepa","","1097136","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"7","F103",1,27,"201.4","Rhaetian","237","184.2","Cuifastraea","Cuifastraea",0,"Cnidaria","Anthozoa","Scleractinia","Cuifastraeidae",52.98,84.35,"Bortepa","","1097160","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"8","F103",1,27,"201.4","Rhaetian","227","201.4","Cuifia","Cuifia",1,"Cnidaria","Anthozoa","Scleractinia","Reimaniphylliidae",52.98,84.35,"Bortepa","","1097145","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"9","F103",1,27,"201.4","Rhaetian","208.5","201.4","Curtoseris","Curtoseris",1,"Cnidaria","Anthozoa","Scleractinia","Curtoseriidae",52.98,84.35,"Bortepa","","1097165","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"10","F103",1,27,"201.4","Rhaetian","208.5","201.4","Curtoseris","Curtoseris",1,"Cnidaria","Anthozoa","Scleractinia","Curtoseriidae",53.07,83.96,"Bortepa","","1097140","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"11","F103",1,27,"201.4","Rhaetian","208.5","201.4","Curtoseris","Curtoseris",1,"Cnidaria","Anthozoa","Scleractinia","Curtoseriidae",53.07,83.96,"Bortepa","","437973","42747","Bortepa River Valley, Tajikistan","11343",83.96,53.07,90,52.6226318593503
"12","F103",1,27,"201.4","Rhaetian","242","184.2","Distichophyllia","Distichophyllia",0,"Cnidaria","Anthozoa","Scleractinia","Reimaniphylliidae",52.98,84.35,"Bortepa","","1097148","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"13","F103",1,27,"201.4","Rhaetian","242","184.2","Distichophyllia","Distichophyllia",0,"Cnidaria","Anthozoa","Scleractinia","Reimaniphylliidae",53.07,83.96,"Bortepa","","1097127","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"14","F103",1,27,"201.4","Rhaetian","242","184.2","Margarosmilia","Margarosmilia",0,"Cnidaria","Anthozoa","Scleractinia","Margarophylliidae",52.98,84.35,"Bortepa","","1097151","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"15","F103",1,27,"201.4","Rhaetian","242","184.2","Margarosmilia","Margarosmilia",0,"Cnidaria","Anthozoa","Scleractinia","Margarophylliidae",53.07,83.96,"Bortepa","","1097131","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"16","F103",1,27,"201.4","Rhaetian","208.5","201.4","Pamirophyllum","Pamirophyllum",1,"Cnidaria","Anthozoa","Scleractinia","Stylophyllidae",53.07,83.96,"Bortepa","","1097126","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"17","F103",1,27,"201.4","Rhaetian","242","201.4","Pamiroseris","Pamiroseris",1,"Cnidaria","Anthozoa","Scleractinia","Pamiroseriidae",53.07,83.96,"Bortepa","","1097139","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"18","F103",1,27,"201.4","Rhaetian","242","201.4","Pamiroseris","Pamiroseris",1,"Cnidaria","Anthozoa","Scleractinia","Pamiroseriidae",52.98,84.35,"Bortepa","","1097164","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"19","F103",1,27,"201.4","Rhaetian","208.5","201.4","Paracuifia","Paracuifia",1,"Cnidaria","Anthozoa","Scleractinia","Reimaniphylliidae",52.98,84.35,"Bortepa","","1097147","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"20","F103",1,27,"201.4","Rhaetian","237","184.2","Procyclolites","Procyclolites",0,"Cnidaria","Anthozoa","Scleractinia","Procyclolitidae",52.98,84.35,"Bortepa","","1097153","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"21","F103",1,27,"201.4","Rhaetian","242","170.9","Retiophyllia","Retiophyllia",0,"Cnidaria","Anthozoa","Scleractinia","Reimaniphylliidae",53.07,83.96,"Bortepa","","1097128","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"22","F103",1,27,"201.4","Rhaetian","242","170.9","Retiophyllia","Retiophyllia",0,"Cnidaria","Anthozoa","Scleractinia","Reimaniphylliidae",52.98,84.35,"Bortepa","","1097150","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"23","F103",1,27,"201.4","Rhaetian","242","132.6","Stylophyllopsis","Stylophyllopsis",0,"Cnidaria","Anthozoa","Scleractinia","Stylophyllidae",53.07,83.96,"Bortepa","","1097125","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"24","F103",1,27,"201.4","Rhaetian","208.5","184.2","Stylophyllum","Stylophyllum",0,"Cnidaria","Anthozoa","Scleractinia","Stylophyllidae",52.98,84.35,"Bortepa","","1097144","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"25","F103",1,27,"201.4","Rhaetian","208.5","184.2","Stylophyllum","Stylophyllum",0,"Cnidaria","Anthozoa","Scleractinia","Stylophyllidae",53.07,83.96,"Bortepa","","1097123","138588","Bortepa River Valley","35796",83.96,53.07,90,52.6226318593503
"26","F103",1,27,"201.4","Rhaetian","89.8","100.5","Thamnasteria","Thamnasteria",0,"Cnidaria","Anthozoa","Scleractinia","Thamnasteriidae",52.98,84.35,"Bortepa","","1097161","138589","Pordzhilga River Valley","35796",84.35,52.98,90,52.6226318593503
"27","F103",1,27,"201.4","Rhaetian","89.8","100.5","Thamnasteria","Thamnasteria",0,"Cnidaria","Anthozoa","Scleractinia","Thamnasteriidae",52.98,84.35,"Bortepa","","437978","42750","Pordzhilga River Valley, Tajikistan","11343",84.35,52.98,90,52.6226318593503
"28","F133",2,21,"201.4","Rhaetian","227","201.4","Amphiclina","Amphiclina",1,"Brachiopoda","Rhynchonellata","Athyridida","Koninckinidae",40.94,39.59,"","","1071849","133104","Northwest of Beshui village, Crimea","42841",39.59,40.94,44.7926957680754,42.7401985555368
"29","F133",2,21,"201.4","Rhaetian","227","201.4","Amphiclina","Amphiclina",1,"Brachiopoda","Rhynchonellata","Athyridida","Koninckinidae",41.05,39.59,"","","1071812","133097","Salgir River near Eski-Orda village, higher limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"30","F133",2,21,"201.4","Rhaetian","227","201.4","Amphiclina","Amphiclina",1,"Brachiopoda","Rhynchonellata","Athyridida","Koninckinidae",41.05,39.59,"","","1071818","133098","Salgir River near Eski-Orda village, upper limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"31","F133",2,21,"201.4","Rhaetian","227","201.4","Aulacothyropsis","Aulacothyropsis",1,"Brachiopoda","Rhynchonellata","Terebratulida","Aulacothyropsidae",40.94,39.59,"","","1071850","133104","Northwest of Beshui village, Crimea","42841",39.59,40.94,44.7926957680754,42.7401985555368
"32","F133",2,21,"201.4","Rhaetian","227","201.4","Aulacothyropsis","Aulacothyropsis",1,"Brachiopoda","Rhynchonellata","Terebratulida","Aulacothyropsidae",41.05,39.59,"","","1071811","133097","Salgir River near Eski-Orda village, higher limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"33","F133",2,21,"201.4","Rhaetian","430.5","201.4","Cyrtina","Cyrtina",1,"Brachiopoda","Rhynchonellata","Spiriferinida","Cyrtinidae",41.05,39.59,"","","1071808","133097","Salgir River near Eski-Orda village, higher limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"34","F133",2,21,"201.4","Rhaetian","201.4","174.7","Liospiriferina","Liospiriferina",0,"Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae",41.05,39.59,"","","1071817","133098","Salgir River near Eski-Orda village, upper limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"35","F133",2,21,"201.4","Rhaetian","237","168.2","Lobothyris","Lobothyris",0,"Brachiopoda","Rhynchonellata","Terebratulida","Lobothyrididae",41.05,39.59,"","","1071815","133098","Salgir River near Eski-Orda village, upper limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"36","F133",2,21,"201.4","Rhaetian","201.4","201.4","Majkopella","Majkopella",1,"Brachiopoda","Rhynchonellata","Athyridida","Diplospirellidae",42.84,45.44,"","","1070608","132764","Tryu settlement, northwest Caucasus","27412",45.44,42.84,44.7926957680754,42.7401985555368
"37","F133",2,21,"201.4","Rhaetian","247.2","201.4","Neoretzia","Neoretzia",1,"Brachiopoda","Rhynchonellata","Athyridida","Neoretziidae",42.84,45.44,"","","1070611","132764","Tryu settlement, northwest Caucasus","27412",45.44,42.84,44.7926957680754,42.7401985555368
"38","F133",2,21,"201.4","Rhaetian","242","201.4","Oxycolpella","Oxycolpella",1,"Brachiopoda","Rhynchonellata","Athyridida","Diplospirellidae",41.05,39.59,"","","1071804","133096","Salgir River near Eski-Orda village, lowest limestone block, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"39","F133",2,21,"201.4","Rhaetian","242","201.4","Oxycolpella","Oxycolpella",1,"Brachiopoda","Rhynchonellata","Athyridida","Diplospirellidae",40.38,40.73,"","","1093652","137768","Bayramdere, NE of Ankara","44013",40.73,40.38,44.7926957680754,42.7401985555368
"40","F133",2,21,"201.4","Rhaetian","242","201.4","Oxycolpella","Oxycolpella",1,"Brachiopoda","Rhynchonellata","Athyridida","Diplospirellidae",42.84,45.44,"","","1070610","132764","Tryu settlement, northwest Caucasus","27412",45.44,42.84,44.7926957680754,42.7401985555368
"41","F133",2,21,"201.4","Rhaetian","242","201.4","Oxycolpella","Oxycolpella",1,"Brachiopoda","Rhynchonellata","Athyridida","Diplospirellidae",41.05,39.59,"","","1071809","133097","Salgir River near Eski-Orda village, higher limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"42","F133",2,21,"201.4","Rhaetian","330.9","132.6","Pseudomonotis","Pseudomonotis",0,"Mollusca","Bivalvia","Pectinida","Pseudomonotidae",41.05,39.59,"","","1071803","133096","Salgir River near Eski-Orda village, lowest limestone block, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"43","F133",2,21,"201.4","Rhaetian","247.2","201.4","Rhaetina","Rhaetina",1,"Brachiopoda","Rhynchonellata","Terebratulida","Angustothyrididae",41.05,39.59,"","","1071810","133097","Salgir River near Eski-Orda village, higher limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"44","F133",2,21,"201.4","Rhaetian","89.8","100.5","Rhynchonella","Rhynchonella",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",41.05,39.59,"","","1071806","133097","Salgir River near Eski-Orda village, higher limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"45","F133",2,21,"201.4","Rhaetian","89.8","100.5","Rhynchonella","Rhynchonella",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",41.05,39.59,"","","1071814","133098","Salgir River near Eski-Orda village, upper limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"46","F133",2,21,"201.4","Rhaetian","89.8","100.5","Rhynchonella","Rhynchonella",0,"Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchonellidae",41.05,39.59,"","","1071805","133096","Salgir River near Eski-Orda village, lowest limestone block, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"47","F133",2,21,"201.4","Rhaetian","346.7","170.9","Spiriferina","Spiriferina",0,"Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae",41.05,39.59,"","","1071807","133097","Salgir River near Eski-Orda village, higher limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"48","F133",2,21,"201.4","Rhaetian","242","100.5","Zeilleria","Zeilleria",0,"Brachiopoda","Rhynchonellata","Terebratulida","Zeilleriidae",41.05,39.59,"","","1071816","133098","Salgir River near Eski-Orda village, upper limestone blocks, Crimea","42841",39.59,41.05,44.7926957680754,42.7401985555368
"49","F168",3,66,"201.4","Rhaetian","72.1","113","Acteonina","Acteonina",0,"Mollusca","Gastropoda","Sorbeoconcha","Acteoninidae",34.06,9.22,"Westbury","","998211","120897","Hapsford Bridge, Vallis Vale","38607",9.22,34.06,8.87694151807054,38.4193746529344
"50","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Astarte","Astarte",0,"Mollusca","Bivalvia","Carditida","Astartidae",37.05,8.3,"Redcar Mudstone","","1555500","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"51","F168",3,66,"201.4","Rhaetian","89.8","113","Atreta","Atreta",0,"Mollusca","Bivalvia","Pectinida","Dimyidae",34.32,9.03,"Westbury","","1239978","163311","Barnhill Quarry (irregular limestone)","53178",9.03,34.32,8.87694151807054,38.4193746529344
"52","F168",3,66,"201.4","Rhaetian","89.8","113","Atreta","Atreta",0,"Mollusca","Bivalvia","Pectinida","Dimyidae",34.06,9.22,"Westbury","","998206","120897","Hapsford Bridge, Vallis Vale","38607",9.22,34.06,8.87694151807054,38.4193746529344
"53","F168",3,66,"201.4","Rhaetian","237","201.4","Bakevellia","Bakevellia (Bakevelloides)",1,"Mollusca","Bivalvia","Ostreida","Bakevelliidae",37.05,8.3,"Redcar Mudstone","","1555495","219460","Felixkirk Borehole, 282.97-288.87m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"54","F168",3,66,"201.4","Rhaetian","237","201.4","Bakevellia","Bakevellia (Bakevelloides)",1,"Mollusca","Bivalvia","Ostreida","Bakevelliidae",34.69,9.24,"Cotham","","1462980","204163","Stowell Park borehole (Upper Rhaetic Beds, 2047-2066ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"55","F168",3,66,"201.4","Rhaetian","251.2","170.9","Cardinia","Cardinia",0,"Mollusca","Bivalvia","Carditida","Cardiniidae",37.05,8.3,"Redcar Mudstone","","1555501","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"56","F168",3,66,"201.4","Rhaetian","251.2","170.9","Cardinia","Cardinia",0,"Mollusca","Bivalvia","Carditida","Cardiniidae",34.69,9.24,"","","1462984","204164","Stowell Park borehole (Lower Rhaetic Beds, 2066-2084ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"57","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Cardium","Cardium",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",34.32,9.03,"Westbury","","1239974","163310","Barnhill Quarry (selenitic shale)","53178",9.03,34.32,8.87694151807054,38.4193746529344
"58","F168",3,66,"201.4","Rhaetian","83.6","100.5","Cercomya","Cercomya",0,"Mollusca","Bivalvia","Pandorida","Laternulidae",34.69,9.24,"","","1462985","204164","Stowell Park borehole (Lower Rhaetic Beds, 2066-2084ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"59","F168",3,66,"201.4","Rhaetian","251.2","132.6","Cylindrobullina","Cylindrobullina",0,"Mollusca","Gastropoda","Heterostropha","Cylindrobullinidae",34.83,9.06,"Lilstock","Cotham","594762","62965","Pylle Hill","18149",9.06,34.83,8.87694151807054,38.4193746529344
"60","F168",3,66,"201.4","Rhaetian","247.2","201.4","Elegantinia","Elegantinia",1,"Mollusca","Bivalvia","Trigoniida","Myophoriidae",37.05,8.3,"Westbury","","1555488","219458","Felixkirk Borehole, 294.58-297.0m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"61","F168",3,66,"201.4","Rhaetian","89.8","100.5","Gervillia","Gervillia",0,"Mollusca","Bivalvia","Ostreida","Bakevelliidae",34.69,9.24,"","","1462987","204164","Stowell Park borehole (Lower Rhaetic Beds, 2066-2084ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"62","F168",3,66,"201.4","Rhaetian","208.5","149.2","Isocyprina","Isocyprina (Eotrapezium)",0,"Mollusca","Bivalvia","Veneroidei","Arcticidae",37.05,8.3,"Westbury","","1555479","219457","Felixkirk Borehole, 297.0-299.15m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"63","F168",3,66,"201.4","Rhaetian","208.5","149.2","Isocyprina","Isocyprina (Eotrapezium)",0,"Mollusca","Bivalvia","Veneroidei","Arcticidae",37.05,8.3,"Westbury","","1555486","219458","Felixkirk Borehole, 294.58-297.0m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"64","F168",3,66,"201.4","Rhaetian","89.8","100.5","Liostrea","Liostrea",0,"Mollusca","Bivalvia","Ostreida","Gryphaeidae",37.05,8.3,"Redcar Mudstone","","1555497","219460","Felixkirk Borehole, 282.97-288.87m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"65","F168",3,66,"201.4","Rhaetian","89.8","100.5","Liostrea","Liostrea",0,"Mollusca","Bivalvia","Ostreida","Gryphaeidae",37.05,8.3,"Redcar Mudstone","","1555502","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"66","F168",3,66,"201.4","Rhaetian","89.8","100.5","Liostrea","Liostrea",0,"Mollusca","Bivalvia","Ostreida","Gryphaeidae",34.06,9.22,"Westbury","","998210","120897","Hapsford Bridge, Vallis Vale","38607",9.22,34.06,8.87694151807054,38.4193746529344
"67","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Lopha","Lopha",0,"Mollusca","Bivalvia","Ostreida","Ostreidae",34.06,9.22,"Westbury","","998208","120897","Hapsford Bridge, Vallis Vale","38607",9.22,34.06,8.87694151807054,38.4193746529344
"68","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Lucina","Lucina",0,"Mollusca","Bivalvia","Lucinida","Lucinidae",37.05,8.3,"Redcar Mudstone","","1555503","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"69","F168",3,66,"201.4","Rhaetian","66","139.8","Meleagrinella","Meleagrinella",0,"Mollusca","Bivalvia","Pectinida","Oxytomidae",37.05,8.3,"Redcar Mudstone","","1555504","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"70","F168",3,66,"201.4","Rhaetian","66","139.8","Meleagrinella","Meleagrinella",0,"Mollusca","Bivalvia","Pectinida","Oxytomidae",37.05,8.3,"Redcar Mudstone","","1555496","219460","Felixkirk Borehole, 282.97-288.87m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"71","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Modiolus","Modiolus",0,"Mollusca","Bivalvia","Mytilida","Mytilidae",37.05,8.3,"Redcar Mudstone","","1555493","219460","Felixkirk Borehole, 282.97-288.87m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"72","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Modiolus","Modiolus",0,"Mollusca","Bivalvia","Mytilida","Mytilidae",37.05,8.3,"Redcar Mudstone","","1555505","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"73","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Modiolus","Modiolus",0,"Mollusca","Bivalvia","Mytilida","Mytilidae",34.69,9.24,"","","1462988","204164","Stowell Park borehole (Lower Rhaetic Beds, 2066-2084ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"74","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Modiolus","Modiolus",0,"Mollusca","Bivalvia","Mytilida","Mytilidae",37.05,8.3,"Westbury","","1555481","219457","Felixkirk Borehole, 297.0-299.15m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"75","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Modiolus","Modiolus",0,"Mollusca","Bivalvia","Mytilida","Mytilidae",34.56,8.88,"Westbury","","1240037","163319","Garden Cliff (black shales)","53178",8.88,34.56,8.87694151807054,38.4193746529344
"76","F168",3,66,"201.4","Rhaetian","445.2","184.2","Myophoria","Myophoria",0,"Mollusca","Bivalvia","Trigoniida","Myophoriidae",34.32,9.03,"Westbury","","1239975","163310","Barnhill Quarry (selenitic shale)","53178",9.03,34.32,8.87694151807054,38.4193746529344
"77","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Natica","Natica",0,"Mollusca","Gastropoda","Sorbeoconcha","Naticidae",37.05,8.3,"Westbury","","1555484","219457","Felixkirk Borehole, 297.0-299.15m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"78","F168",3,66,"201.4","Rhaetian","410.8","149.2","Posidonia","Posidonia",0,"Mollusca","Bivalvia","Ostreida","Posidoniidae",34.69,9.24,"","","1462989","204164","Stowell Park borehole (Lower Rhaetic Beds, 2066-2084ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"79","F168",3,66,"201.4","Rhaetian","251.902","145","Praechlamys","Praechlamys",0,"Mollusca","Bivalvia","Pectinida","Pectinidae",37.05,8.3,"Westbury","","1555485","219458","Felixkirk Borehole, 294.58-297.0m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"80","F168",3,66,"201.4","Rhaetian","251.902","145","Praechlamys","Praechlamys",0,"Mollusca","Bivalvia","Pectinida","Pectinidae",34.69,9.24,"","","1462986","204164","Stowell Park borehole (Lower Rhaetic Beds, 2066-2084ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"81","F168",3,66,"201.4","Rhaetian","251.902","145","Praechlamys","Praechlamys",0,"Mollusca","Bivalvia","Pectinida","Pectinidae",34.56,8.88,"Westbury","","1240038","163319","Garden Cliff (black shales)","53178",8.88,34.56,8.87694151807054,38.4193746529344
"82","F168",3,66,"201.4","Rhaetian","251.902","145","Praechlamys","Praechlamys",0,"Mollusca","Bivalvia","Pectinida","Pectinidae",34.32,9.03,"Westbury","","1239976","163311","Barnhill Quarry (irregular limestone)","53178",9.03,34.32,8.87694151807054,38.4193746529344
"83","F168",3,66,"201.4","Rhaetian","251.902","145","Praechlamys","Praechlamys",0,"Mollusca","Bivalvia","Pectinida","Pectinidae",34.32,9.03,"Westbury","","1239965","163306","Barnhill Quarry (black shales)","53178",9.03,34.32,8.87694151807054,38.4193746529344
"84","F168",3,66,"201.4","Rhaetian","72.1","132.6","Promathildia","Promathildia",0,"Mollusca","Gastropoda","Allogastropoda","Gordenellidae",34.83,9.06,"Lilstock","Cotham","594761","62965","Pylle Hill","18149",9.06,34.83,8.87694151807054,38.4193746529344
"85","F168",3,66,"201.4","Rhaetian","89.8","100.5","Protocardia","Protocardia",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",34.32,9.03,"Westbury","","1239966","163306","Barnhill Quarry (black shales)","53178",9.03,34.32,8.87694151807054,38.4193746529344
"86","F168",3,66,"201.4","Rhaetian","89.8","100.5","Protocardia","Protocardia",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",37.05,8.3,"Westbury","","1555489","219458","Felixkirk Borehole, 294.58-297.0m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"87","F168",3,66,"201.4","Rhaetian","89.8","100.5","Protocardia","Protocardia",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",37.05,8.3,"Redcar Mudstone","","1555507","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"88","F168",3,66,"201.4","Rhaetian","89.8","100.5","Protocardia","Protocardia",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",34.32,9.03,"Westbury","","1239972","163310","Barnhill Quarry (selenitic shale)","53178",9.03,34.32,8.87694151807054,38.4193746529344
"89","F168",3,66,"201.4","Rhaetian","89.8","100.5","Protocardia","Protocardia",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",37.05,8.3,"Redcar Mudstone","","1555498","219460","Felixkirk Borehole, 282.97-288.87m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"90","F168",3,66,"201.4","Rhaetian","89.8","100.5","Protocardia","Protocardia",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",34.69,9.24,"","","1462990","204164","Stowell Park borehole (Lower Rhaetic Beds, 2066-2084ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"91","F168",3,66,"201.4","Rhaetian","89.8","100.5","Protocardia","Protocardia",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",34.06,9.22,"Westbury","","998209","120897","Hapsford Bridge, Vallis Vale","38607",9.22,34.06,8.87694151807054,38.4193746529344
"92","F168",3,66,"201.4","Rhaetian","89.8","100.5","Protocardia","Protocardia",0,"Mollusca","Bivalvia","Cardiida","Cardiidae",37.05,8.3,"Westbury","","1555483","219457","Felixkirk Borehole, 297.0-299.15m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"93","F168",3,66,"201.4","Rhaetian","89.8","100.5","Pseudolimea","Pseudolimea",0,"Mollusca","Bivalvia","Pectinida","Limidae",37.05,8.3,"Redcar Mudstone","","1555508","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"94","F168",3,66,"201.4","Rhaetian","89.8","0.0117","Pteria","Pteria",0,"Mollusca","Bivalvia","Ostreida","Pteriidae",34.69,9.24,"","","1462991","204164","Stowell Park borehole (Lower Rhaetic Beds, 2066-2084ft)","69925",9.24,34.69,8.87694151807054,38.4193746529344
"95","F168",3,66,"201.4","Rhaetian","201.4","199.5","Pteromya","Pteromya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",34.56,8.88,"Cotham","","1485038","206568","Garden Cliff, Westbury-on-Severn","71006",8.88,34.56,8.87694151807054,38.4193746529344
"96","F168",3,66,"201.4","Rhaetian","201.4","199.5","Pteromya","Pteromya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",37.05,8.3,"Redcar Mudstone","","1555494","219460","Felixkirk Borehole, 282.97-288.87m","76353",8.3,37.05,8.87694151807054,38.4193746529344
"97","F168",3,66,"201.4","Rhaetian","201.4","199.5","Pteromya","Pteromya",0,"Mollusca","Bivalvia","Pholadida","Ceratomyidae",37.05,8.3,"Redcar Mudstone","","1555509","219461","Felixkirk Borehole, 282.60-282.97m","76353",8.3,37.05,8.87694151807054,38.4193746529344
